match_id,season,match_date,venue,team1,team2,innings1_runs,innings1_wickets,innings1_overs,innings2_runs,innings2_wickets,innings2_overs,result,winner,win_margin,player_of_match,top_scorer,top_scorer_runs,best_bowler,best_bowler_wickets,total_fours,total_sixes,powerplay_runs,death_overs_runs,toss_winner,toss_decision,attendance_approx
316,2023,2023-04-18,Eden Gardens,Chennai Super Kings,Kochi Tuskers Kerala,180,3,20.0,166,7,20.0,Normal,Chennai Super Kings,14 runs,AB de Villiers,David Warner,104,Suryakumar Yadav,2,23,24,66,95,Kochi Tuskers Kerala,Field,56690
317,2020,2020-03-23,Narendra Modi,Rising Pune Supergiant,Sunrisers Hyderabad,110,10,20.0,126,7,20.0,Normal,Sunrisers Hyderabad,3 wickets,MS Dhoni,Shreyas Iyer,70,David Warner,5,39,6,36,80,Sunrisers Hyderabad,Bat,20329
318,2021,2021-03-13,Chepauk,Punjab Kings,Sunrisers Hyderabad,251,8,20.0,210,6,20.0,Normal,Punjab Kings,41 runs,Faf du Plessis,R Ashwin,83,Virat Kohli,2,34,12,72,99,Punjab Kings,Field,35904
319,2009,2009-04-09,Wankhede Stadium,Pune Warriors India,Kolkata Knight Riders,211,6,20.0,234,8,20.0,Normal,Kolkata Knight Riders,2 wickets,Andre Russell,David Warner,32,Hardik Pandya,3,33,17,46,45,Kolkata Knight Riders,Bat,46856
320,2022,2022-05-06,Rajiv Gandhi,Deccan Chargers,Kochi Tuskers Kerala,105,9,20.0,153,9,20.0,Normal,Kochi Tuskers Kerala,1 wickets,Rashid Khan,Sanju Samson,66,MS Dhoni,6,24,17,72,48,Deccan Chargers,Field,48281
321,2011,2011-03-02,Chepauk,Deccan Chargers,Lucknow Super Giants,236,9,20.0,283,3,20.0,Normal,Lucknow Super Giants,7 wickets,Shreyas Iyer,Jasprit Bumrah,114,MS Dhoni,6,36,10,65,87,Deccan Chargers,Field,39638
322,2014,2014-05-23,PCA,Rising Pune Supergiant,Punjab Kings,239,8,20.0,225,4,20.0,Normal,Rising Pune Supergiant,14 runs,Shubman Gill,Jasprit Bumrah,85,Pat Cummins,5,18,24,63,72,Rising Pune Supergiant,Field,51457
323,2022,2022-04-05,Wankhede Stadium,Sunrisers Hyderabad,Gujarat Titans,112,8,20.0,66,10,20.0,Normal,Sunrisers Hyderabad,46 runs,Faf du Plessis,Pat Cummins,112,Hardik Pandya,4,40,12,44,53,Gujarat Titans,Field,47140
324,2013,2013-03-24,Narendra Modi,Kochi Tuskers Kerala,Rising Pune Supergiant,101,4,20.0,95,7,20.0,Normal,Kochi Tuskers Kerala,6 runs,R Ashwin,R Ashwin,66,Pat Cummins,3,38,8,47,70,Rising Pune Supergiant,Field,31494
325,2011,2011-04-02,Wankhede Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,129,2,20.0,108,7,20.0,Normal,Kolkata Knight Riders,21 runs,Rinku Singh,AB de Villiers,59,Pat Cummins,2,29,19,48,64,Kolkata Knight Riders,Field,31235
326,2017,2017-04-21,Arun Jaitley,Sunrisers Hyderabad,Deccan Chargers,252,5,20.0,234,2,20.0,Normal,Sunrisers Hyderabad,18 runs,AB de Villiers,Faf du Plessis,104,Shreyas Iyer,2,21,12,53,72,Sunrisers Hyderabad,Field,78975
327,2009,2009-04-29,Wankhede Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,197,6,20.0,143,8,20.0,Normal,Royal Challengers Bangalore,54 runs,Virat Kohli,Virat Kohli,131,Hardik Pandya,5,25,7,76,65,Kolkata Knight Riders,Bat,63110
328,2010,2010-03-05,PCA,Kochi Tuskers Kerala,Rajasthan Royals,152,7,20.0,103,4,20.0,Normal,Kochi Tuskers Kerala,49 runs,Andre Russell,Pat Cummins,135,Jasprit Bumrah,3,38,18,34,50,Kochi Tuskers Kerala,Bat,45302
329,2012,2012-03-26,Sawai Mansingh,Gujarat Titans,Delhi Capitals,156,4,20.0,134,6,20.0,Normal,Gujarat Titans,22 runs,Shreyas Iyer,David Warner,57,Rohit Sharma,2,39,13,38,44,Gujarat Titans,Bat,32158
330,2013,2013-03-15,Chinnaswamy,Lucknow Super Giants,Royal Challengers Bangalore,136,6,20.0,125,9,20.0,Normal,Lucknow Super Giants,11 runs,Chris Gayle,Rohit Sharma,43,Chris Gayle,6,20,16,33,41,Royal Challengers Bangalore,Bat,37794
331,2024,2024-04-05,Rajiv Gandhi,Deccan Chargers,Kochi Tuskers Kerala,186,5,20.0,158,8,20.0,Normal,Deccan Chargers,28 runs,R Ashwin,Virat Kohli,34,MS Dhoni,5,25,11,45,43,Deccan Chargers,Field,60224
332,2015,2015-04-22,PCA,Punjab Kings,Gujarat Titans,171,8,20.0,195,10,20.0,Normal,Gujarat Titans,0 wickets,Rashid Khan,Virat Kohli,50,Hardik Pandya,3,23,17,64,57,Gujarat Titans,Field,28129
333,2017,2017-04-03,PCA,Punjab Kings,Deccan Chargers,230,6,20.0,205,4,20.0,Normal,Punjab Kings,25 runs,Jasprit Bumrah,Jasprit Bumrah,76,Jos Buttler,4,20,15,31,76,Deccan Chargers,Field,29945
334,2024,2024-03-08,Sawai Mansingh,Deccan Chargers,Lucknow Super Giants,158,2,20.0,131,7,20.0,Normal,Deccan Chargers,27 runs,Andre Russell,KL Rahul,50,Jasprit Bumrah,5,32,14,46,62,Deccan Chargers,Bat,46436
335,2016,2016-03-26,Wankhede Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,171,3,20.0,137,10,20.0,Normal,Sunrisers Hyderabad,34 runs,Suryakumar Yadav,Suryakumar Yadav,142,R Ashwin,3,28,14,42,100,Kolkata Knight Riders,Bat,54530
336,2015,2015-04-04,Narendra Modi,Kochi Tuskers Kerala,Rising Pune Supergiant,187,3,20.0,212,10,20.0,Normal,Rising Pune Supergiant,0 wickets,David Warner,Rohit Sharma,78,Rashid Khan,5,26,15,45,67,Rising Pune Supergiant,Bat,35597
337,2010,2010-04-18,Arun Jaitley,Lucknow Super Giants,Punjab Kings,207,9,20.0,212,10,20.0,Normal,Punjab Kings,0 wickets,Sanju Samson,Jos Buttler,53,Virat Kohli,4,16,7,55,74,Lucknow Super Giants,Field,18478
338,2018,2018-05-22,Narendra Modi,Deccan Chargers,Delhi Capitals,172,8,20.0,209,2,20.0,Normal,Delhi Capitals,8 wickets,KL Rahul,Hardik Pandya,113,Chris Gayle,3,39,22,52,100,Deccan Chargers,Field,36994
339,2009,2009-04-21,DY Patil,Royal Challengers Bangalore,Pune Warriors India,179,7,20.0,148,6,20.0,Normal,Royal Challengers Bangalore,31 runs,Sanju Samson,Rashid Khan,43,Jasprit Bumrah,2,34,22,77,51,Pune Warriors India,Bat,61985
340,2022,2022-03-11,Sawai Mansingh,Lucknow Super Giants,Rajasthan Royals,119,2,20.0,166,6,20.0,Normal,Rajasthan Royals,4 wickets,Rinku Singh,David Warner,115,David Warner,4,15,12,49,83,Lucknow Super Giants,Bat,41347
341,2016,2016-05-04,Ekana,Kolkata Knight Riders,Pune Warriors India,237,5,20.0,260,10,20.0,Normal,Pune Warriors India,0 wickets,AB de Villiers,Chris Gayle,94,David Warner,5,21,14,72,76,Pune Warriors India,Field,28355
342,2015,2015-05-27,Wankhede Stadium,Kochi Tuskers Kerala,Sunrisers Hyderabad,164,2,20.0,143,8,20.0,Normal,Kochi Tuskers Kerala,21 runs,MS Dhoni,Shubman Gill,37,KL Rahul,6,20,19,34,45,Kochi Tuskers Kerala,Bat,20533
343,2011,2011-05-06,Narendra Modi,Royal Challengers Bangalore,Kolkata Knight Riders,144,9,20.0,134,3,20.0,Normal,Royal Challengers Bangalore,10 runs,Chris Gayle,Shubman Gill,47,MS Dhoni,2,20,22,80,94,Kolkata Knight Riders,Field,41812
344,2018,2018-05-17,PCA,Mumbai Indians,Rising Pune Supergiant,221,4,20.0,212,3,20.0,Normal,Mumbai Indians,9 runs,Shreyas Iyer,Virat Kohli,58,Chris Gayle,3,27,8,70,64,Rising Pune Supergiant,Field,31438
345,2019,2019-03-19,Ekana,Deccan Chargers,Kolkata Knight Riders,234,7,20.0,218,5,20.0,Normal,Deccan Chargers,16 runs,Pat Cummins,Chris Gayle,32,MS Dhoni,4,20,22,41,93,Deccan Chargers,Bat,47520
346,2013,2013-05-16,Eden Gardens,Royal Challengers Bangalore,Delhi Capitals,118,5,20.0,124,10,20.0,Normal,Delhi Capitals,0 wickets,Rohit Sharma,Chris Gayle,141,Rinku Singh,5,36,25,50,46,Royal Challengers Bangalore,Field,36244
347,2016,2016-04-13,Rajiv Gandhi,Mumbai Indians,Gujarat Titans,163,10,20.0,132,10,20.0,Normal,Mumbai Indians,31 runs,Rashid Khan,Suryakumar Yadav,80,Virat Kohli,4,36,19,46,82,Mumbai Indians,Bat,19216
348,2022,2022-04-08,Chepauk,Kolkata Knight Riders,Kochi Tuskers Kerala,128,3,20.0,84,3,20.0,Normal,Kolkata Knight Riders,44 runs,Virat Kohli,Chris Gayle,110,KL Rahul,2,20,12,61,53,Kolkata Knight Riders,Field,71811
349,2021,2021-04-24,Sawai Mansingh,Sunrisers Hyderabad,Kochi Tuskers Kerala,100,7,20.0,106,5,20.0,Normal,Kochi Tuskers Kerala,5 wickets,Faf du Plessis,Virat Kohli,75,Virat Kohli,5,29,14,49,99,Sunrisers Hyderabad,Bat,77193
350,2024,2024-03-11,Rajiv Gandhi,Rising Pune Supergiant,Pune Warriors India,236,3,20.0,210,4,20.0,Normal,Rising Pune Supergiant,26 runs,R Ashwin,Rinku Singh,82,Rashid Khan,5,18,19,77,89,Pune Warriors India,Field,40990
351,2009,2009-05-25,DY Patil,Delhi Capitals,Punjab Kings,125,6,20.0,130,4,20.0,Normal,Punjab Kings,6 wickets,MS Dhoni,Sanju Samson,91,David Warner,5,19,12,62,65,Delhi Capitals,Bat,79518
352,2024,2024-05-22,Chepauk,Delhi Capitals,Pune Warriors India,227,8,20.0,189,8,20.0,Normal,Delhi Capitals,38 runs,Pat Cummins,Rashid Khan,119,David Warner,4,24,24,54,68,Pune Warriors India,Bat,51855
353,2024,2024-04-30,Wankhede Stadium,Chennai Super Kings,Royal Challengers Bangalore,253,4,20.0,213,10,20.0,Normal,Chennai Super Kings,40 runs,Suryakumar Yadav,Sanju Samson,106,Jos Buttler,4,29,7,33,98,Royal Challengers Bangalore,Bat,30913
354,2018,2018-04-14,Sawai Mansingh,Pune Warriors India,Rising Pune Supergiant,161,4,20.0,137,7,20.0,Normal,Pune Warriors India,24 runs,Sanju Samson,Chris Gayle,51,Pat Cummins,4,26,20,43,99,Rising Pune Supergiant,Field,69492
355,2012,2012-03-16,Rajiv Gandhi,Sunrisers Hyderabad,Mumbai Indians,140,9,20.0,87,5,20.0,Normal,Sunrisers Hyderabad,53 runs,Chris Gayle,KL Rahul,86,Jos Buttler,4,15,18,75,88,Mumbai Indians,Field,21231
356,2010,2010-03-10,Wankhede Stadium,Royal Challengers Bangalore,Delhi Capitals,172,4,20.0,170,7,20.0,Normal,Royal Challengers Bangalore,2 runs,Hardik Pandya,KL Rahul,136,Jos Buttler,4,37,5,62,69,Delhi Capitals,Field,43287
357,2008,2008-04-21,Eden Gardens,Punjab Kings,Pune Warriors India,200,8,20.0,237,8,20.0,Normal,Pune Warriors India,2 wickets,Jos Buttler,Sanju Samson,42,Shubman Gill,2,25,11,56,89,Pune Warriors India,Bat,61851
358,2022,2022-05-29,PCA,Lucknow Super Giants,Deccan Chargers,139,8,20.0,83,8,20.0,Normal,Lucknow Super Giants,56 runs,Chris Gayle,Virat Kohli,60,Pat Cummins,4,38,22,66,40,Lucknow Super Giants,Field,58632
359,2011,2011-03-28,Chepauk,Kochi Tuskers Kerala,Royal Challengers Bangalore,233,6,20.0,241,10,20.0,Normal,Royal Challengers Bangalore,0 wickets,Hardik Pandya,KL Rahul,141,Suryakumar Yadav,2,35,16,56,51,Kochi Tuskers Kerala,Field,64896
360,2012,2012-04-13,DY Patil,Sunrisers Hyderabad,Pune Warriors India,112,8,20.0,95,5,20.0,Normal,Sunrisers Hyderabad,17 runs,Sanju Samson,David Warner,134,Hardik Pandya,4,37,22,74,51,Pune Warriors India,Field,19147
361,2017,2017-04-06,Sawai Mansingh,Lucknow Super Giants,Kolkata Knight Riders,251,7,20.0,219,9,20.0,Normal,Lucknow Super Giants,32 runs,Rinku Singh,David Warner,144,Rashid Khan,2,28,22,37,80,Lucknow Super Giants,Bat,63617
362,2013,2013-03-26,Chinnaswamy,Royal Challengers Bangalore,Mumbai Indians,185,4,20.0,163,6,20.0,Normal,Royal Challengers Bangalore,22 runs,Faf du Plessis,Virat Kohli,90,David Warner,2,40,15,40,42,Royal Challengers Bangalore,Field,76924
363,2014,2014-04-06,Eden Gardens,Deccan Chargers,Pune Warriors India,192,6,20.0,229,3,20.0,Normal,Pune Warriors India,7 wickets,AB de Villiers,Pat Cummins,104,Rinku Singh,5,39,22,74,75,Deccan Chargers,Bat,38336
364,2018,2018-05-14,Ekana,Rising Pune Supergiant,Rajasthan Royals,163,8,20.0,145,7,20.0,Normal,Rising Pune Supergiant,18 runs,Rashid Khan,KL Rahul,50,Virat Kohli,4,28,16,38,99,Rising Pune Supergiant,Bat,63646
365,2014,2014-03-03,DY Patil,Pune Warriors India,Royal Challengers Bangalore,132,7,20.0,76,5,20.0,Normal,Pune Warriors India,56 runs,Suryakumar Yadav,Sanju Samson,76,Sanju Samson,2,35,7,63,56,Pune Warriors India,Field,42243
366,2017,2017-03-25,Rajiv Gandhi,Delhi Capitals,Pune Warriors India,202,7,20.0,204,3,20.0,Normal,Pune Warriors India,7 wickets,Rinku Singh,Pat Cummins,95,AB de Villiers,4,21,5,74,41,Delhi Capitals,Bat,27233
367,2025,2025-03-19,Wankhede Stadium,Pune Warriors India,Royal Challengers Bangalore,181,4,20.0,234,8,20.0,Normal,Royal Challengers Bangalore,2 wickets,MS Dhoni,Faf du Plessis,68,Rashid Khan,6,15,10,56,97,Royal Challengers Bangalore,Bat,66377
368,2011,2011-05-10,Eden Gardens,Kochi Tuskers Kerala,Delhi Capitals,251,5,20.0,263,8,20.0,Normal,Delhi Capitals,2 wickets,Pat Cummins,Shubman Gill,146,Pat Cummins,4,31,23,33,62,Delhi Capitals,Field,54513
369,2010,2010-03-21,Arun Jaitley,Royal Challengers Bangalore,Delhi Capitals,242,8,20.0,276,4,20.0,Normal,Delhi Capitals,6 wickets,Rashid Khan,David Warner,37,MS Dhoni,3,31,11,76,49,Delhi Capitals,Field,50365
370,2011,2011-03-16,Arun Jaitley,Kochi Tuskers Kerala,Rajasthan Royals,126,9,20.0,77,2,20.0,Normal,Kochi Tuskers Kerala,49 runs,Shreyas Iyer,Jasprit Bumrah,42,Shreyas Iyer,5,24,25,43,71,Rajasthan Royals,Field,20355
371,2008,2008-03-18,Ekana,Kochi Tuskers Kerala,Lucknow Super Giants,240,2,20.0,213,10,20.0,Normal,Kochi Tuskers Kerala,27 runs,Pat Cummins,Shreyas Iyer,79,Suryakumar Yadav,4,36,6,63,43,Kochi Tuskers Kerala,Bat,24175
372,2020,2020-03-02,Ekana,Kochi Tuskers Kerala,Rajasthan Royals,251,8,20.0,238,3,20.0,Normal,Kochi Tuskers Kerala,13 runs,Shubman Gill,Rohit Sharma,128,Rinku Singh,2,22,6,54,95,Rajasthan Royals,Bat,75758
373,2015,2015-05-08,Sawai Mansingh,Delhi Capitals,Mumbai Indians,229,5,20.0,274,7,20.0,Normal,Mumbai Indians,3 wickets,KL Rahul,Chris Gayle,79,KL Rahul,6,32,14,36,94,Mumbai Indians,Bat,28902
374,2008,2008-03-11,Wankhede Stadium,Delhi Capitals,Sunrisers Hyderabad,205,6,20.0,183,3,20.0,Normal,Delhi Capitals,22 runs,Rashid Khan,Jos Buttler,140,Pat Cummins,2,28,20,79,86,Delhi Capitals,Field,52983
375,2009,2009-05-16,Sawai Mansingh,Punjab Kings,Kolkata Knight Riders,214,4,20.0,206,4,20.0,Normal,Punjab Kings,8 runs,Faf du Plessis,MS Dhoni,52,Suryakumar Yadav,6,23,11,54,62,Kolkata Knight Riders,Bat,31662
376,2024,2024-04-25,Chinnaswamy,Royal Challengers Bangalore,Chennai Super Kings,190,6,20.0,246,2,20.0,Normal,Chennai Super Kings,8 wickets,Chris Gayle,Chris Gayle,135,Rohit Sharma,6,25,21,32,44,Chennai Super Kings,Bat,59872
377,2023,2023-05-12,Eden Gardens,Lucknow Super Giants,Punjab Kings,119,2,20.0,88,6,20.0,Normal,Lucknow Super Giants,31 runs,Shubman Gill,Virat Kohli,114,R Ashwin,4,15,25,63,87,Lucknow Super Giants,Field,73883
378,2018,2018-04-12,Rajiv Gandhi,Kolkata Knight Riders,Deccan Chargers,121,3,20.0,170,10,20.0,Normal,Deccan Chargers,0 wickets,MS Dhoni,Jos Buttler,138,Jasprit Bumrah,5,28,7,63,90,Kolkata Knight Riders,Field,55152
379,2017,2017-03-21,Rajiv Gandhi,Sunrisers Hyderabad,Delhi Capitals,110,6,20.0,157,4,20.0,Normal,Delhi Capitals,6 wickets,Jasprit Bumrah,Rinku Singh,71,Faf du Plessis,2,22,5,71,72,Delhi Capitals,Bat,51606
380,2010,2010-05-20,Ekana,Rising Pune Supergiant,Lucknow Super Giants,201,9,20.0,169,2,20.0,Normal,Rising Pune Supergiant,32 runs,Suryakumar Yadav,AB de Villiers,90,Shubman Gill,5,34,19,40,76,Rising Pune Supergiant,Field,32406
381,2025,2025-03-20,Narendra Modi,Mumbai Indians,Chennai Super Kings,114,3,20.0,174,2,20.0,Normal,Chennai Super Kings,8 wickets,Jasprit Bumrah,Shubman Gill,90,Shubman Gill,3,40,11,46,43,Chennai Super Kings,Field,22783
382,2009,2009-05-09,PCA,Deccan Chargers,Kolkata Knight Riders,158,3,20.0,138,4,20.0,Normal,Deccan Chargers,20 runs,Andre Russell,Rohit Sharma,51,Shubman Gill,2,40,18,33,70,Deccan Chargers,Bat,51496
383,2021,2021-03-30,Rajiv Gandhi,Delhi Capitals,Pune Warriors India,183,5,20.0,201,8,20.0,Normal,Pune Warriors India,2 wickets,AB de Villiers,Jos Buttler,64,David Warner,3,33,23,31,64,Delhi Capitals,Field,58584
384,2024,2024-05-13,Narendra Modi,Sunrisers Hyderabad,Kolkata Knight Riders,232,5,20.0,222,7,20.0,Normal,Sunrisers Hyderabad,10 runs,Rohit Sharma,MS Dhoni,126,Suryakumar Yadav,2,23,12,74,80,Sunrisers Hyderabad,Field,18616
385,2012,2012-05-13,Wankhede Stadium,Lucknow Super Giants,Delhi Capitals,189,5,20.0,200,5,20.0,Normal,Delhi Capitals,5 wickets,R Ashwin,Andre Russell,51,Sanju Samson,4,29,7,75,45,Lucknow Super Giants,Field,16528
386,2022,2022-03-20,Narendra Modi,Mumbai Indians,Pune Warriors India,161,5,20.0,198,3,20.0,Normal,Pune Warriors India,7 wickets,Rinku Singh,Jasprit Bumrah,73,MS Dhoni,6,20,6,73,53,Mumbai Indians,Bat,58587
387,2024,2024-05-28,Arun Jaitley,Royal Challengers Bangalore,Deccan Chargers,179,9,20.0,138,7,20.0,Normal,Royal Challengers Bangalore,41 runs,R Ashwin,Shubman Gill,60,Sanju Samson,5,33,14,80,67,Deccan Chargers,Field,43572
388,2010,2010-03-31,Wankhede Stadium,Kochi Tuskers Kerala,Royal Challengers Bangalore,254,10,20.0,303,4,20.0,Normal,Royal Challengers Bangalore,6 wickets,KL Rahul,Sanju Samson,131,Pat Cummins,2,19,22,63,59,Kochi Tuskers Kerala,Field,19998
389,2008,2008-03-21,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians,104,4,20.0,135,6,20.0,Normal,Mumbai Indians,4 wickets,Rashid Khan,Rashid Khan,118,Rohit Sharma,6,30,7,41,74,Mumbai Indians,Bat,18443
390,2020,2020-05-12,Chepauk,Gujarat Titans,Pune Warriors India,117,2,20.0,88,5,20.0,Normal,Gujarat Titans,29 runs,Suryakumar Yadav,AB de Villiers,90,Faf du Plessis,5,34,12,56,44,Gujarat Titans,Field,53605
391,2008,2008-05-09,Narendra Modi,Chennai Super Kings,Kochi Tuskers Kerala,176,7,20.0,180,10,20.0,Normal,Kochi Tuskers Kerala,0 wickets,KL Rahul,Virat Kohli,131,Rashid Khan,5,34,24,80,90,Chennai Super Kings,Bat,31442
392,2018,2018-04-11,Sawai Mansingh,Punjab Kings,Delhi Capitals,149,9,20.0,209,4,20.0,Normal,Delhi Capitals,6 wickets,Chris Gayle,Faf du Plessis,60,Suryakumar Yadav,3,24,9,62,72,Punjab Kings,Field,71588
393,2011,2011-05-24,DY Patil,Sunrisers Hyderabad,Delhi Capitals,222,8,20.0,255,5,20.0,Normal,Delhi Capitals,5 wickets,KL Rahul,Shubman Gill,85,Andre Russell,4,22,14,33,77,Sunrisers Hyderabad,Field,70949
394,2013,2013-03-22,PCA,Kochi Tuskers Kerala,Punjab Kings,218,10,20.0,172,6,20.0,Normal,Kochi Tuskers Kerala,46 runs,Pat Cummins,Pat Cummins,129,David Warner,6,23,18,62,78,Punjab Kings,Bat,77272
395,2013,2013-04-28,Chinnaswamy,Gujarat Titans,Chennai Super Kings,167,7,20.0,150,3,20.0,Normal,Gujarat Titans,17 runs,Hardik Pandya,Virat Kohli,60,Chris Gayle,3,21,8,69,78,Gujarat Titans,Bat,34460
396,2012,2012-05-15,Narendra Modi,Chennai Super Kings,Royal Challengers Bangalore,102,2,20.0,121,6,20.0,Normal,Royal Challengers Bangalore,4 wickets,Sanju Samson,Jasprit Bumrah,55,Jasprit Bumrah,2,28,11,37,58,Chennai Super Kings,Bat,44212
397,2018,2018-03-07,Chinnaswamy,Sunrisers Hyderabad,Gujarat Titans,189,9,20.0,224,5,20.0,Normal,Gujarat Titans,5 wickets,Faf du Plessis,Jasprit Bumrah,39,KL Rahul,4,35,12,38,59,Sunrisers Hyderabad,Field,15463
398,2009,2009-04-03,Arun Jaitley,Kolkata Knight Riders,Kochi Tuskers Kerala,247,4,20.0,278,2,20.0,Normal,Kochi Tuskers Kerala,8 wickets,Andre Russell,Suryakumar Yadav,39,David Warner,2,30,10,80,72,Kolkata Knight Riders,Field,60655
399,2010,2010-04-19,Chinnaswamy,Lucknow Super Giants,Delhi Capitals,260,10,20.0,231,10,20.0,Normal,Lucknow Super Giants,29 runs,AB de Villiers,David Warner,146,Hardik Pandya,2,25,15,59,85,Lucknow Super Giants,Bat,28641
400,2010,2010-05-11,Chepauk,Sunrisers Hyderabad,Lucknow Super Giants,227,2,20.0,205,7,20.0,Normal,Sunrisers Hyderabad,22 runs,Pat Cummins,Faf du Plessis,77,Faf du Plessis,6,23,19,49,83,Sunrisers Hyderabad,Field,49057
401,2009,2009-04-26,Wankhede Stadium,Punjab Kings,Rising Pune Supergiant,112,10,20.0,168,7,20.0,Normal,Rising Pune Supergiant,3 wickets,Faf du Plessis,R Ashwin,80,Faf du Plessis,3,26,19,32,40,Rising Pune Supergiant,Field,78358
402,2022,2022-04-03,Rajiv Gandhi,Royal Challengers Bangalore,Punjab Kings,132,10,20.0,190,6,20.0,Normal,Punjab Kings,4 wickets,Rohit Sharma,Shubman Gill,106,Andre Russell,5,25,11,46,91,Royal Challengers Bangalore,Bat,28771
403,2017,2017-04-13,DY Patil,Deccan Chargers,Lucknow Super Giants,106,2,20.0,124,10,20.0,Normal,Lucknow Super Giants,0 wickets,R Ashwin,Virat Kohli,149,Rinku Singh,6,21,11,75,74,Deccan Chargers,Field,22123
404,2012,2012-03-23,Rajiv Gandhi,Mumbai Indians,Chennai Super Kings,163,4,20.0,121,8,20.0,Normal,Mumbai Indians,42 runs,Jos Buttler,Rohit Sharma,103,Rohit Sharma,6,19,11,42,62,Mumbai Indians,Field,73045
405,2011,2011-04-11,Arun Jaitley,Deccan Chargers,Lucknow Super Giants,259,7,20.0,243,4,20.0,Normal,Deccan Chargers,16 runs,KL Rahul,Andre Russell,60,Hardik Pandya,5,29,5,62,67,Deccan Chargers,Bat,24325
406,2019,2019-04-15,Ekana,Sunrisers Hyderabad,Kochi Tuskers Kerala,249,8,20.0,190,8,20.0,Normal,Sunrisers Hyderabad,59 runs,David Warner,Shreyas Iyer,139,Pat Cummins,5,34,25,61,86,Sunrisers Hyderabad,Bat,39539
407,2017,2017-03-12,PCA,Kochi Tuskers Kerala,Kolkata Knight Riders,251,9,20.0,257,3,20.0,Normal,Kolkata Knight Riders,7 wickets,Sanju Samson,Chris Gayle,141,Rashid Khan,6,23,16,62,65,Kolkata Knight Riders,Field,16521
408,2023,2023-04-19,Wankhede Stadium,Deccan Chargers,Gujarat Titans,170,10,20.0,171,10,20.0,Normal,Gujarat Titans,0 wickets,Jasprit Bumrah,Andre Russell,94,David Warner,5,15,7,56,63,Gujarat Titans,Field,21460
409,2011,2011-04-20,Ekana,Rajasthan Royals,Chennai Super Kings,215,5,20.0,222,5,20.0,Normal,Chennai Super Kings,5 wickets,Andre Russell,AB de Villiers,35,Jos Buttler,2,18,14,76,68,Rajasthan Royals,Bat,39662
410,2022,2022-04-28,Sawai Mansingh,Kochi Tuskers Kerala,Kolkata Knight Riders,127,3,20.0,140,3,20.0,Normal,Kolkata Knight Riders,7 wickets,Rashid Khan,Rashid Khan,107,Faf du Plessis,4,19,11,75,96,Kochi Tuskers Kerala,Field,63037
411,2020,2020-03-18,PCA,Gujarat Titans,Kochi Tuskers Kerala,234,8,20.0,244,7,20.0,Normal,Kochi Tuskers Kerala,3 wickets,Hardik Pandya,David Warner,74,Suryakumar Yadav,3,27,8,42,67,Kochi Tuskers Kerala,Field,48760
412,2024,2024-03-07,Ekana,Deccan Chargers,Kochi Tuskers Kerala,116,5,20.0,117,7,20.0,Normal,Kochi Tuskers Kerala,3 wickets,KL Rahul,Faf du Plessis,94,Andre Russell,5,29,23,72,81,Kochi Tuskers Kerala,Field,27529
413,2013,2013-03-21,Rajiv Gandhi,Pune Warriors India,Sunrisers Hyderabad,208,4,20.0,252,9,20.0,Normal,Sunrisers Hyderabad,1 wickets,Rinku Singh,Virat Kohli,145,AB de Villiers,2,21,17,44,98,Pune Warriors India,Field,71342
414,2012,2012-03-23,Chinnaswamy,Delhi Capitals,Rajasthan Royals,254,4,20.0,252,7,20.0,Normal,Delhi Capitals,2 runs,Shubman Gill,David Warner,82,MS Dhoni,5,37,17,79,44,Rajasthan Royals,Field,60051
415,2024,2024-04-05,DY Patil,Chennai Super Kings,Lucknow Super Giants,102,6,20.0,121,9,20.0,Normal,Lucknow Super Giants,1 wickets,Jos Buttler,Jasprit Bumrah,34,AB de Villiers,6,34,11,74,43,Lucknow Super Giants,Bat,41481
416,2016,2016-04-08,Wankhede Stadium,Kolkata Knight Riders,Rising Pune Supergiant,239,4,20.0,267,3,20.0,Normal,Rising Pune Supergiant,7 wickets,Jos Buttler,AB de Villiers,133,Andre Russell,6,37,24,53,72,Rising Pune Supergiant,Field,15002
417,2024,2024-03-06,DY Patil,Kochi Tuskers Kerala,Pune Warriors India,161,4,20.0,201,7,20.0,Normal,Pune Warriors India,3 wickets,Hardik Pandya,David Warner,66,David Warner,2,23,8,66,43,Pune Warriors India,Field,51594
418,2013,2013-04-23,Sawai Mansingh,Chennai Super Kings,Delhi Capitals,248,10,20.0,212,8,20.0,Normal,Chennai Super Kings,36 runs,Rinku Singh,Rinku Singh,109,Suryakumar Yadav,5,38,9,30,89,Chennai Super Kings,Field,23514
419,2016,2016-04-12,Wankhede Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,126,10,20.0,158,3,20.0,Normal,Kolkata Knight Riders,7 wickets,David Warner,Shubman Gill,113,Shubman Gill,5,16,18,64,70,Sunrisers Hyderabad,Field,37155
