trip_id,pickup_datetime,dropoff_datetime,pickup_borough,pickup_zone,dropoff_borough,dropoff_zone,passenger_count,trip_distance_miles,fare_amount,tip_amount,tolls_amount,total_amount,payment_type,rate_code,vendor_id,surge_multiplier,trip_duration_min,speed_mph
437,2024-02-02 18:14:53,2024-02-02 21:27:53,Bronx,Mott Haven,Brooklyn,DUMBO,1,28.39,80.3,5.1,0,85.4,Cash,4,VEND003,1.0,193,8.8
438,2024-03-24 12:47:41,2024-03-24 13:48:41,Brooklyn,Bedford-Stuyvesant,Brooklyn,Park Slope,2,11.45,33.39,7.76,0,41.15,Cash,3,VEND001,1.0,61,11.3
439,2025-05-08 10:38:41,2025-05-08 11:30:41,Staten Island,Great Kills,Bronx,Pelham Bay,5,7.61,17.37,2.46,0,19.83,Google Pay,3,VEND002,1.0,52,8.8
440,2024-10-11 16:55:05,2024-10-11 17:28:05,Bronx,Fordham,Bronx,Mott Haven,5,7.79,25.0,5.38,0,30.38,Apple Pay,1,VEND003,1.0,33,14.2
441,2024-08-27 13:58:06,2024-08-27 14:12:06,Manhattan,Midtown,Staten Island,Port Richmond,2,6.57,20.9,4.27,0,25.17,Credit Card,5,VEND001,1.0,14,28.2
442,2025-03-24 13:54:54,2025-03-24 14:12:54,Bronx,Fordham,Manhattan,SoHo,1,6.56,13.21,0.7,0,13.91,Apple Pay,3,VEND002,2.3,18,21.9
443,2024-09-09 01:20:33,2024-09-09 02:16:33,Manhattan,Midtown,Manhattan,Harlem,1,8.68,23.32,4.91,0,28.23,Venmo,2,VEND003,1.5,56,9.3
444,2025-02-28 08:49:18,2025-02-28 09:55:18,Queens,Woodside,Bronx,Fordham,6,28.6,79.6,11.19,0,90.79,Google Pay,5,VEND001,1.0,66,26.0
445,2025-01-25 02:59:25,2025-01-25 04:11:25,Queens,Sunnyside,Staten Island,Port Richmond,5,21.75,46.47,3.02,0,49.49,Business Card,3,VEND002,1.0,72,18.1
446,2025-04-10 17:02:43,2025-04-10 18:30:43,Bronx,Mott Haven,Manhattan,SoHo,5,22.54,40.58,2.38,0,42.96,Business Card,3,VEND003,1.0,88,15.4
447,2024-02-06 08:29:03,2024-02-06 09:30:03,Queens,Sunnyside,Staten Island,Tompkinsville,6,15.06,33.53,6.55,7.45,47.53,Google Pay,4,VEND001,2.0,61,14.8
448,2025-02-03 01:08:17,2025-02-03 01:23:17,Queens,Flushing,Staten Island,Port Richmond,2,6.61,13.42,0.84,0,14.26,Venmo,2,VEND002,2.8,15,26.4
449,2024-06-08 00:50:23,2024-06-08 01:18:23,Bronx,Fordham,Bronx,Riverdale,5,9.88,30.76,2.64,0,33.4,Venmo,1,VEND003,1.0,28,21.2
450,2024-05-07 14:14:53,2024-05-07 15:24:53,Bronx,Pelham Bay,Bronx,Riverdale,2,20.3,45.31,8.55,0,53.86,Apple Pay,4,VEND001,1.0,70,17.4
451,2024-06-17 04:11:53,2024-06-17 04:14:53,Staten Island,St. George,Staten Island,Tompkinsville,2,1.07,5.59,0.48,0,6.07,Venmo,5,VEND002,1.0,3,21.4
452,2024-02-11 20:17:40,2024-02-11 21:29:40,Bronx,Riverdale,Bronx,Riverdale,5,16.9,47.3,10.0,0,57.3,Business Card,2,VEND003,1.0,72,14.1
453,2025-06-01 22:56:55,2025-06-02 01:32:55,Queens,Jamaica,Manhattan,SoHo,5,27.16,64.31,10.87,3.55,78.73,Cash,1,VEND001,1.0,156,10.4
454,2025-06-04 00:33:24,2025-06-04 01:09:24,Queens,Astoria,Bronx,Riverdale,3,8.37,21.98,1.14,4.1,27.22,Credit Card,1,VEND002,2.9,36,13.9
455,2024-12-12 10:45:47,2024-12-12 11:47:47,Manhattan,Midtown,Queens,Sunnyside,6,13.73,41.33,7.85,0,49.18,Credit Card,4,VEND003,1.0,62,13.3
456,2024-07-20 10:47:11,2024-07-20 11:57:11,Manhattan,Greenwich Village,Brooklyn,Bedford-Stuyvesant,6,11.77,25.34,2.32,4.22,31.88,Credit Card,4,VEND001,1.0,70,10.1
457,2025-04-28 21:05:05,2025-04-28 23:07:05,Brooklyn,Williamsburg,Brooklyn,Brooklyn Heights,2,23.67,51.98,9.58,0,61.56,Credit Card,1,VEND002,1.0,122,11.6
458,2024-07-16 06:48:50,2024-07-16 08:27:50,Staten Island,Port Richmond,Bronx,Fordham,6,14.28,35.4,5.49,0,40.89,Business Card,2,VEND003,1.9,99,8.7
459,2024-07-11 00:44:59,2024-07-11 00:52:59,Brooklyn,Williamsburg,Queens,Woodside,4,2.46,7.13,1.33,0,8.46,Credit Card,2,VEND001,1.0,8,18.4
460,2025-04-28 09:09:27,2025-04-28 10:53:27,Manhattan,Midtown,Manhattan,Upper West Side,2,13.45,32.32,2.26,0,34.58,Credit Card,4,VEND002,2.0,104,7.8
461,2025-06-12 15:40:02,2025-06-12 17:07:02,Staten Island,Tompkinsville,Brooklyn,Williamsburg,3,27.28,70.24,6.23,0,76.47,Venmo,4,VEND003,2.2,87,18.8
462,2025-04-01 23:26:32,2025-04-02 01:55:32,Bronx,Pelham Bay,Manhattan,Upper West Side,4,21.47,46.81,2.96,0,49.77,Business Card,4,VEND001,1.0,149,8.6
463,2025-04-11 07:27:18,2025-04-11 09:14:18,Brooklyn,Bedford-Stuyvesant,Bronx,Fordham,1,21.46,41.57,7.26,0,48.83,Business Card,3,VEND002,1.0,107,12.0
464,2025-05-22 03:47:43,2025-05-22 04:05:43,Bronx,Fordham,Manhattan,Financial District,6,3.89,8.62,1.52,0,10.14,Business Card,2,VEND003,1.0,18,13.0
465,2025-03-09 20:03:04,2025-03-09 21:09:04,Queens,Sunnyside,Staten Island,St. George,1,11.63,20.55,4.84,0,25.39,Apple Pay,3,VEND001,1.0,66,10.6
466,2025-02-13 10:05:27,2025-02-13 11:05:27,Manhattan,Lower East Side,Brooklyn,Williamsburg,6,9.18,21.83,3.85,0,25.68,Business Card,4,VEND002,1.0,60,9.2
467,2024-11-10 03:11:30,2024-11-10 03:49:30,Bronx,Fordham,Brooklyn,Crown Heights,5,16.38,38.73,8.56,0,47.29,Credit Card,1,VEND003,1.0,38,25.9
468,2024-02-07 01:24:18,2024-02-07 01:42:18,Queens,Long Island City,Queens,Flushing,1,7.81,25.65,2.06,0,27.71,Apple Pay,1,VEND001,1.0,18,26.0
469,2025-01-17 12:01:19,2025-01-17 12:35:19,Brooklyn,Bushwick,Manhattan,Upper West Side,3,6.08,17.0,3.37,0,20.37,Credit Card,1,VEND002,1.0,34,10.7
470,2024-05-26 11:00:32,2024-05-26 12:56:32,Bronx,Mott Haven,Queens,Jamaica,4,21.33,43.38,6.2,0,49.58,Business Card,4,VEND003,1.0,116,11.0
471,2024-09-08 10:32:51,2024-09-08 12:40:51,Staten Island,Port Richmond,Bronx,Riverdale,4,21.68,41.2,6.62,0,47.82,Google Pay,3,VEND001,2.1,128,10.2
472,2025-02-12 16:28:38,2025-02-12 16:58:38,Brooklyn,Williamsburg,Brooklyn,Park Slope,3,6.23,13.73,0.85,0,14.58,Google Pay,3,VEND002,2.7,30,12.5
473,2024-02-19 23:44:26,2024-02-20 01:21:26,Brooklyn,Bushwick,Manhattan,Lower East Side,3,15.95,31.58,6.48,0,38.06,Venmo,3,VEND003,1.0,97,9.9
474,2024-08-15 12:05:08,2024-08-15 13:14:08,Bronx,Pelham Bay,Staten Island,St. George,4,8.98,16.31,1.3,0,17.61,Apple Pay,3,VEND001,1.0,69,7.8
475,2024-04-09 00:28:38,2024-04-09 01:32:38,Manhattan,Harlem,Manhattan,Harlem,1,21.18,49.17,6.85,0,56.02,Google Pay,1,VEND002,1.4,64,19.9
476,2024-05-09 03:02:42,2024-05-09 03:19:42,Queens,Long Island City,Manhattan,Financial District,4,3.62,10.01,1.74,0,11.75,Google Pay,4,VEND003,1.0,17,12.8
477,2024-02-22 18:37:16,2024-02-22 19:44:16,Manhattan,Greenwich Village,Brooklyn,Brooklyn Heights,3,18.34,35.5,7.44,0,42.94,Apple Pay,5,VEND001,1.0,67,16.4
478,2025-02-13 17:48:59,2025-02-13 19:35:59,Staten Island,Port Richmond,Staten Island,Tompkinsville,2,15.63,29.09,4.77,0,33.86,Google Pay,2,VEND002,1.0,107,8.8
479,2025-02-06 05:23:20,2025-02-06 05:54:20,Staten Island,St. George,Brooklyn,Park Slope,2,4.91,12.26,1.11,0,13.37,Business Card,2,VEND003,1.0,31,9.5
480,2025-01-28 11:52:59,2025-01-28 14:00:59,Queens,Sunnyside,Queens,Woodside,5,18.28,36.94,7.35,0,44.29,Credit Card,1,VEND001,1.0,128,8.6
481,2025-04-19 23:24:13,2025-04-19 23:47:13,Queens,Flushing,Queens,Sunnyside,2,4.65,15.29,2.76,0,18.05,Cash,4,VEND002,1.0,23,12.1
482,2024-12-03 17:00:57,2024-12-03 20:30:57,Staten Island,Great Kills,Manhattan,Harlem,2,29.67,72.45,13.88,5.02,91.35,Venmo,1,VEND003,2.3,210,8.5
483,2024-06-09 17:43:16,2024-06-09 19:35:16,Bronx,Fordham,Manhattan,Upper West Side,1,17.12,45.82,10.69,6.29,62.8,Business Card,1,VEND001,1.0,112,9.2
484,2025-03-05 07:17:45,2025-03-05 10:14:45,Bronx,Mott Haven,Staten Island,Tompkinsville,1,23.65,42.88,6.58,0,49.46,Cash,5,VEND002,1.0,177,8.0
485,2024-08-18 04:47:29,2024-08-18 05:08:29,Staten Island,Tompkinsville,Brooklyn,Crown Heights,3,3.08,8.52,2.1,0,10.62,Venmo,4,VEND003,1.0,21,8.8
486,2025-01-04 16:26:14,2025-01-04 17:20:14,Brooklyn,Brooklyn Heights,Staten Island,Tompkinsville,3,26.44,59.7,4.23,0,63.93,Apple Pay,5,VEND001,1.0,54,29.4
487,2025-05-08 07:33:23,2025-05-08 08:03:23,Manhattan,Midtown,Bronx,Riverdale,6,10.28,32.21,5.47,9.41,47.09,Apple Pay,2,VEND002,1.0,30,20.6
488,2024-12-22 19:06:21,2024-12-22 20:10:21,Bronx,Pelham Bay,Brooklyn,Williamsburg,2,12.14,34.02,8.01,4.56,46.59,Credit Card,2,VEND003,1.0,64,11.4
489,2024-06-22 23:23:31,2024-06-22 23:49:31,Staten Island,Great Kills,Manhattan,Lower East Side,4,4.86,9.91,0.73,0,10.64,Cash,5,VEND001,1.0,26,11.2
490,2024-10-17 07:47:35,2024-10-17 08:07:35,Manhattan,Midtown,Manhattan,Chelsea,4,5.38,14.1,3.27,0,17.37,Apple Pay,5,VEND002,3.0,20,16.1
491,2025-02-28 08:08:39,2025-02-28 11:06:39,Brooklyn,Bushwick,Queens,Jamaica,3,27.62,82.11,19.01,11.85,112.97,Venmo,5,VEND003,1.0,178,9.3
492,2024-12-27 04:21:02,2024-12-27 05:01:02,Queens,Jamaica,Queens,Astoria,4,18.31,35.36,7.43,0.44,43.23,Credit Card,2,VEND001,1.0,40,27.5
493,2024-03-25 02:35:44,2024-03-25 02:46:44,Manhattan,Financial District,Queens,Astoria,4,2.73,10.17,1.55,0,11.72,Cash,1,VEND002,1.0,11,14.9
494,2024-11-24 22:43:13,2024-11-24 22:50:13,Queens,Woodside,Bronx,Riverdale,3,1.89,5.45,1.26,0,6.71,Cash,5,VEND003,1.0,7,16.2
495,2025-02-09 10:49:44,2025-02-09 11:02:44,Bronx,Mott Haven,Brooklyn,Brooklyn Heights,3,2.3,7.32,1.42,0,8.74,Google Pay,2,VEND001,1.9,13,10.6
496,2024-04-12 12:14:47,2024-04-12 12:44:47,Staten Island,Tompkinsville,Bronx,Mott Haven,6,12.24,26.96,5.63,0,32.59,Google Pay,4,VEND002,1.0,30,24.5
497,2025-01-10 23:50:03,2025-01-11 00:13:03,Manhattan,Midtown,Staten Island,Great Kills,2,5.39,14.15,2.53,0,16.68,Google Pay,3,VEND003,1.0,23,14.1
498,2024-08-26 21:09:03,2024-08-26 23:42:03,Staten Island,Great Kills,Queens,Astoria,6,19.2,35.39,2.15,3.64,41.18,Business Card,3,VEND001,1.0,153,7.5
499,2024-01-10 23:57:10,2024-01-11 00:40:10,Manhattan,Harlem,Staten Island,Tompkinsville,4,12.57,36.66,5.63,0,42.29,Venmo,2,VEND002,1.0,43,17.5
500,2024-09-23 04:56:19,2024-09-23 07:52:19,Bronx,Pelham Bay,Brooklyn,Bedford-Stuyvesant,4,23.12,63.62,10.79,0,74.41,Venmo,5,VEND003,1.0,176,7.9
501,2025-02-16 10:02:55,2025-02-16 11:16:55,Queens,Woodside,Brooklyn,Crown Heights,5,9.65,30.77,1.63,0,32.4,Venmo,1,VEND001,1.0,74,7.8
502,2024-11-22 21:47:28,2024-11-22 21:56:28,Bronx,Pelham Bay,Queens,Long Island City,3,4.01,12.6,0.73,0.28,13.61,Business Card,2,VEND002,1.0,9,26.7
503,2024-10-04 07:05:31,2024-10-04 10:41:31,Bronx,Riverdale,Bronx,Pelham Bay,2,27.28,45.85,6.73,0,52.58,Google Pay,5,VEND003,1.0,216,7.6
504,2024-01-20 07:10:36,2024-01-20 09:11:36,Manhattan,Times Square,Brooklyn,Bedford-Stuyvesant,5,18.74,47.25,10.44,0,57.69,Cash,2,VEND001,1.0,121,9.3
505,2025-06-19 17:15:20,2025-06-19 17:44:20,Brooklyn,Park Slope,Manhattan,Central Park,6,10.89,20.18,2.46,0,22.64,Google Pay,3,VEND002,2.6,29,22.5
506,2025-01-05 22:55:53,2025-01-05 23:32:53,Brooklyn,DUMBO,Brooklyn,Bedford-Stuyvesant,1,8.56,24.73,5.43,0,30.16,Google Pay,3,VEND003,2.1,37,13.9
507,2024-09-12 04:59:44,2024-09-12 07:25:44,Brooklyn,DUMBO,Brooklyn,Bushwick,3,23.21,66.43,6.89,0,73.32,Venmo,1,VEND001,1.1,146,9.5
508,2024-10-21 04:53:51,2024-10-21 06:42:51,Manhattan,Times Square,Queens,Sunnyside,4,16.73,43.74,3.8,10.71,58.25,Cash,1,VEND002,2.0,109,9.2
509,2024-04-17 11:58:48,2024-04-17 14:25:48,Staten Island,Tompkinsville,Bronx,Pelham Bay,4,24.28,64.66,15.28,0,79.94,Cash,5,VEND003,1.0,147,9.9
510,2024-09-26 02:49:45,2024-09-26 03:38:45,Queens,Woodside,Staten Island,Tompkinsville,5,20.16,37.65,8.21,0,45.86,Venmo,1,VEND001,1.3,49,24.7
511,2025-01-22 12:33:40,2025-01-22 13:32:40,Staten Island,Tompkinsville,Staten Island,Tompkinsville,3,22.5,45.18,4.02,0,49.2,Apple Pay,1,VEND002,1.0,59,22.9
512,2024-09-14 23:12:44,2024-09-14 23:19:44,Queens,Long Island City,Bronx,Pelham Bay,4,1.94,5.7,1.05,0.31,7.06,Apple Pay,4,VEND003,1.0,7,16.6
513,2024-02-02 22:10:58,2024-02-02 22:40:58,Bronx,Riverdale,Staten Island,St. George,1,6.61,15.14,0.83,0,15.97,Cash,4,VEND001,1.0,30,13.2
514,2024-02-17 03:11:26,2024-02-17 04:45:26,Staten Island,St. George,Queens,Woodside,4,25.59,62.78,4.2,0.71,67.69,Business Card,5,VEND002,1.0,94,16.3
515,2025-03-04 21:13:45,2025-03-05 00:02:45,Queens,Long Island City,Staten Island,Great Kills,2,22.48,62.02,13.75,0,75.77,Google Pay,4,VEND003,2.9,169,8.0
516,2024-03-29 13:59:32,2024-03-29 17:13:32,Bronx,Mott Haven,Staten Island,Tompkinsville,3,28.47,72.33,4.33,0,76.66,Google Pay,2,VEND001,1.0,194,8.8
517,2024-08-31 18:54:34,2024-08-31 19:02:34,Queens,Flushing,Brooklyn,Bushwick,3,1.36,4.64,0.31,0,4.95,Venmo,3,VEND002,1.0,8,10.2
518,2024-11-20 18:56:30,2024-11-20 20:08:30,Queens,Astoria,Queens,Astoria,5,9.76,21.59,3.21,0,24.8,Venmo,2,VEND003,2.6,72,8.1
519,2024-08-03 10:19:10,2024-08-03 11:02:10,Queens,Jamaica,Brooklyn,Williamsburg,5,6.32,19.58,1.95,0,21.53,Business Card,4,VEND001,3.0,43,8.8
520,2025-02-03 01:23:58,2025-02-03 02:27:58,Queens,Astoria,Brooklyn,Brooklyn Heights,3,8.98,26.29,3.43,0,29.72,Business Card,5,VEND002,1.7,64,8.4
521,2024-06-14 08:18:46,2024-06-14 09:33:46,Brooklyn,DUMBO,Bronx,Mott Haven,6,10.6,21.56,3.95,0,25.51,Business Card,5,VEND003,1.0,75,8.5
522,2024-01-09 23:52:05,2024-01-10 00:29:05,Queens,Long Island City,Manhattan,Central Park,3,15.07,47.45,7.96,0,55.41,Venmo,3,VEND001,1.0,37,24.4
523,2025-02-12 17:36:06,2025-02-12 18:57:06,Brooklyn,Bedford-Stuyvesant,Manhattan,Central Park,5,26.68,72.43,8.93,0,81.36,Business Card,2,VEND002,1.0,81,19.8
524,2025-01-28 11:06:05,2025-01-28 12:16:05,Bronx,Mott Haven,Brooklyn,Brooklyn Heights,2,25.19,54.91,10.01,0,64.92,Credit Card,3,VEND003,1.0,70,21.6
525,2024-05-19 20:01:15,2024-05-19 21:36:15,Bronx,Fordham,Manhattan,Financial District,6,29.03,59.17,3.92,0,63.09,Venmo,4,VEND001,1.0,95,18.3
526,2025-05-18 12:16:59,2025-05-18 12:46:59,Queens,Sunnyside,Staten Island,St. George,2,5.92,14.82,2.16,0,16.98,Business Card,2,VEND002,1.7,30,11.8
527,2024-06-11 19:01:18,2024-06-11 19:04:18,Brooklyn,Bedford-Stuyvesant,Brooklyn,Bedford-Stuyvesant,1,0.75,3.82,0.29,0,4.11,Business Card,3,VEND003,1.0,3,15.0
528,2024-08-20 09:18:23,2024-08-20 10:30:23,Bronx,Fordham,Brooklyn,Crown Heights,2,20.52,35.55,8.85,0,44.4,Credit Card,3,VEND001,1.0,72,17.1
529,2024-02-03 13:19:26,2024-02-03 15:56:26,Staten Island,Tompkinsville,Manhattan,Lower East Side,2,21.17,55.13,6.61,0,61.74,Business Card,4,VEND002,1.0,157,8.1
530,2024-07-01 18:50:30,2024-07-01 20:18:30,Brooklyn,Crown Heights,Queens,Sunnyside,3,12.98,23.46,1.81,10.81,36.08,Google Pay,1,VEND003,2.4,88,8.9
531,2025-05-25 15:22:55,2025-05-25 16:30:55,Bronx,Mott Haven,Staten Island,Tompkinsville,1,21.55,48.04,10.26,0,58.3,Business Card,4,VEND001,1.0,68,19.0
532,2025-02-16 04:18:30,2025-02-16 04:32:30,Bronx,Riverdale,Queens,Jamaica,4,1.9,7.58,1.54,0,9.12,Business Card,1,VEND002,1.0,14,8.1
533,2025-01-03 23:22:23,2025-01-04 00:52:23,Brooklyn,Williamsburg,Staten Island,Great Kills,4,12.76,23.36,4.13,0,27.49,Apple Pay,3,VEND003,1.0,90,8.5
534,2024-02-22 23:29:42,2024-02-23 00:25:42,Manhattan,Harlem,Queens,Woodside,6,13.93,36.59,5.17,0,41.76,Venmo,5,VEND001,1.0,56,14.9
535,2024-08-02 22:28:12,2024-08-03 01:01:12,Manhattan,Times Square,Staten Island,Port Richmond,6,24.5,57.07,7.38,0,64.45,Apple Pay,1,VEND002,1.0,153,9.6
536,2025-04-27 18:26:03,2025-04-27 19:30:03,Manhattan,Times Square,Brooklyn,Bushwick,6,11.45,35.72,5.68,0,41.4,Cash,1,VEND003,1.0,64,10.7
537,2024-08-08 22:33:49,2024-08-08 22:57:49,Bronx,Fordham,Manhattan,Harlem,6,5.0,16.18,0.87,0.62,17.67,Credit Card,4,VEND001,1.0,24,12.5
538,2024-01-19 14:57:36,2024-01-19 16:47:36,Bronx,Fordham,Queens,Sunnyside,6,14.42,30.55,6.96,10.54,48.05,Venmo,5,VEND002,1.0,110,7.9
539,2024-05-05 14:03:58,2024-05-05 14:07:58,Manhattan,Lower East Side,Brooklyn,Bushwick,4,1.62,6.48,0.94,0,7.42,Venmo,5,VEND003,1.0,4,24.3
540,2024-11-16 00:10:37,2024-11-16 00:50:37,Bronx,Riverdale,Manhattan,Midtown,4,8.12,24.56,6.0,0,30.56,Apple Pay,3,VEND001,1.0,40,12.2
541,2025-04-18 08:36:55,2025-04-18 08:41:55,Brooklyn,Williamsburg,Manhattan,Central Park,1,1.09,4.62,0.58,10.85,16.05,Apple Pay,5,VEND002,1.0,5,13.1
542,2025-03-20 02:30:39,2025-03-20 02:41:39,Staten Island,Great Kills,Bronx,Fordham,1,5.38,13.53,1.81,0,15.34,Google Pay,3,VEND003,1.0,11,29.3
543,2025-04-15 01:04:50,2025-04-15 01:48:50,Brooklyn,Park Slope,Queens,Jamaica,4,12.42,30.7,2.01,0,32.71,Credit Card,4,VEND001,2.8,44,16.9
544,2025-04-06 17:28:16,2025-04-06 19:27:16,Queens,Sunnyside,Brooklyn,Williamsburg,5,21.32,51.32,8.22,0,59.54,Business Card,3,VEND002,1.1,119,10.7
545,2025-06-01 13:10:14,2025-06-01 13:39:14,Staten Island,St. George,Queens,Sunnyside,3,5.2,15.71,1.72,0,17.43,Credit Card,1,VEND003,1.0,29,10.8
546,2024-07-31 17:23:56,2024-07-31 17:49:56,Brooklyn,Park Slope,Bronx,Mott Haven,6,9.52,26.42,1.79,0,28.21,Apple Pay,2,VEND001,1.0,26,22.0
547,2024-08-01 15:22:17,2024-08-01 17:35:17,Staten Island,Great Kills,Brooklyn,Williamsburg,4,29.16,73.91,13.54,0,87.45,Cash,2,VEND002,1.0,133,13.2
548,2024-01-07 09:12:00,2024-01-07 10:05:00,Bronx,Mott Haven,Manhattan,Lower East Side,3,16.7,43.13,3.48,10.07,56.68,Credit Card,2,VEND003,1.0,53,18.9
549,2024-12-13 06:29:40,2024-12-13 08:05:40,Queens,Flushing,Manhattan,Chelsea,6,22.87,65.82,3.6,0,69.42,Google Pay,4,VEND001,1.0,96,14.3
550,2024-11-14 08:24:36,2024-11-14 09:06:36,Bronx,Riverdale,Brooklyn,Bushwick,6,16.01,40.89,2.35,0,43.24,Venmo,2,VEND002,2.6,42,22.9
551,2025-04-22 14:02:46,2025-04-22 15:46:46,Manhattan,Upper West Side,Staten Island,Tompkinsville,3,26.31,79.01,5.34,0,84.35,Venmo,3,VEND003,1.0,104,15.2
552,2025-04-24 03:25:26,2025-04-24 04:38:26,Queens,Jamaica,Staten Island,St. George,4,21.83,37.67,3.54,0,41.21,Apple Pay,2,VEND001,1.0,73,17.9
553,2025-03-01 07:44:41,2025-03-01 08:21:41,Brooklyn,DUMBO,Staten Island,Port Richmond,1,5.37,17.89,3.09,0,20.98,Credit Card,1,VEND002,1.0,37,8.7
554,2025-03-17 13:00:59,2025-03-17 16:06:59,Manhattan,Upper West Side,Staten Island,St. George,3,25.44,52.88,10.39,0,63.27,Google Pay,2,VEND003,1.0,186,8.2
555,2024-07-17 12:53:35,2024-07-17 13:02:35,Brooklyn,Brooklyn Heights,Brooklyn,Williamsburg,6,3.33,7.61,0.47,0,8.08,Business Card,1,VEND001,1.5,9,22.2
556,2025-05-06 20:08:39,2025-05-06 21:55:39,Bronx,Mott Haven,Manhattan,Times Square,4,29.91,58.2,13.87,0,72.07,Venmo,2,VEND002,1.0,107,16.8
557,2024-03-30 04:46:54,2024-03-30 06:05:54,Bronx,Fordham,Queens,Astoria,5,23.76,67.69,7.97,0,75.66,Cash,4,VEND003,1.0,79,18.0
558,2025-04-21 19:10:28,2025-04-21 21:18:28,Bronx,Mott Haven,Bronx,Riverdale,4,28.5,60.41,10.84,0,71.25,Apple Pay,3,VEND001,1.0,128,13.4
559,2024-06-12 05:29:24,2024-06-12 06:25:24,Manhattan,Financial District,Staten Island,Great Kills,5,12.22,30.92,5.22,0,36.14,Google Pay,2,VEND002,1.0,56,13.1
560,2025-05-26 04:02:54,2025-05-26 04:14:54,Bronx,Mott Haven,Queens,Astoria,6,3.13,9.05,1.37,0,10.42,Apple Pay,2,VEND003,1.0,12,15.6
561,2025-06-11 13:10:05,2025-06-11 13:43:05,Manhattan,Times Square,Queens,Flushing,5,6.03,19.92,2.96,10.5,33.38,Venmo,2,VEND001,1.0,33,11.0
562,2024-11-29 14:10:54,2024-11-29 14:52:54,Staten Island,St. George,Bronx,Mott Haven,2,15.17,45.04,5.05,1.6,51.69,Credit Card,5,VEND002,1.0,42,21.7
563,2024-07-10 21:40:42,2024-07-10 23:56:42,Manhattan,Chelsea,Queens,Long Island City,1,29.66,58.78,7.47,0,66.25,Credit Card,1,VEND003,1.0,136,13.1
564,2024-02-09 12:32:51,2024-02-09 13:18:51,Queens,Flushing,Staten Island,Port Richmond,3,6.11,13.42,1.23,0,14.65,Apple Pay,4,VEND001,1.0,46,8.0
565,2024-06-21 19:37:24,2024-06-21 21:31:24,Staten Island,Port Richmond,Queens,Woodside,6,23.48,47.64,11.57,0,59.21,Business Card,4,VEND002,1.0,114,12.4
566,2024-11-25 06:02:24,2024-11-25 06:44:24,Staten Island,Port Richmond,Brooklyn,Park Slope,3,11.29,33.57,5.58,0,39.15,Cash,3,VEND003,1.5,42,16.1
567,2024-08-05 09:42:13,2024-08-05 10:22:13,Bronx,Pelham Bay,Staten Island,St. George,3,11.6,24.76,1.53,0,26.29,Venmo,1,VEND001,1.0,40,17.4
568,2024-11-17 00:37:07,2024-11-17 01:53:07,Manhattan,Harlem,Staten Island,Great Kills,2,23.08,58.74,14.47,0,73.21,Business Card,4,VEND002,1.0,76,18.2
569,2025-01-14 05:49:51,2025-01-14 08:24:51,Brooklyn,Bushwick,Brooklyn,Bedford-Stuyvesant,3,28.84,61.4,10.15,0,71.55,Venmo,2,VEND003,1.0,155,11.2
570,2024-05-02 02:21:57,2024-05-02 02:57:57,Manhattan,Midtown,Brooklyn,DUMBO,5,12.16,36.46,3.87,0,40.33,Business Card,3,VEND001,1.0,36,20.3
571,2025-05-06 22:11:18,2025-05-06 23:31:18,Brooklyn,Brooklyn Heights,Bronx,Mott Haven,5,18.41,42.43,4.69,0,47.12,Business Card,4,VEND002,1.0,80,13.8
572,2024-04-08 10:20:56,2024-04-08 10:25:56,Brooklyn,Brooklyn Heights,Queens,Sunnyside,3,1.47,5.58,0.54,0,6.12,Google Pay,2,VEND003,1.0,5,17.6
573,2024-09-18 15:20:57,2024-09-18 15:51:57,Brooklyn,DUMBO,Brooklyn,Brooklyn Heights,5,8.83,24.75,2.98,0.37,28.1,Apple Pay,1,VEND001,1.0,31,17.1
574,2024-04-16 11:59:44,2024-04-16 12:22:44,Staten Island,Port Richmond,Staten Island,Port Richmond,1,7.68,19.42,1.07,0,20.49,Credit Card,1,VEND002,1.0,23,20.0
575,2025-01-25 00:35:53,2025-01-25 03:02:53,Brooklyn,Bedford-Stuyvesant,Staten Island,St. George,5,18.66,41.11,9.23,0,50.34,Business Card,3,VEND003,1.0,147,7.6
576,2025-05-02 15:54:54,2025-05-02 17:35:54,Queens,Jamaica,Queens,Astoria,6,12.71,38.83,3.21,0,42.04,Cash,4,VEND001,1.0,101,7.6
577,2024-03-25 20:26:10,2024-03-25 21:23:10,Brooklyn,Bedford-Stuyvesant,Queens,Jamaica,5,12.94,40.39,5.33,0,45.72,Apple Pay,2,VEND002,1.0,57,13.6
578,2024-11-16 15:57:51,2024-11-16 17:47:51,Queens,Woodside,Manhattan,Chelsea,2,27.8,79.6,7.39,2.25,89.24,Venmo,3,VEND003,1.0,110,15.2
579,2024-08-18 07:08:59,2024-08-18 09:58:59,Queens,Astoria,Manhattan,Upper West Side,1,27.44,59.69,6.79,0,66.48,Cash,2,VEND001,1.0,170,9.7
580,2025-02-03 12:28:39,2025-02-03 14:14:39,Staten Island,Great Kills,Bronx,Fordham,1,15.17,29.03,6.09,0,35.12,Apple Pay,4,VEND002,1.0,106,8.6
581,2025-06-15 01:28:13,2025-06-15 04:27:13,Brooklyn,Park Slope,Staten Island,Tompkinsville,1,28.39,62.29,9.76,0.55,72.6,Credit Card,5,VEND003,1.0,179,9.5
