accident_id,accident_date,accident_time,day_of_week,weather_condition,road_type,speed_limit,road_surface,light_condition,number_of_vehicles,number_of_casualties,severity,latitude,longitude,location_district,location_city,accident_reason,police_region
476,2023-09-07,09:39,Thu,Rain,A-Road,49,Flood,Darkness - Lighting Unknown,3,5,Slight,55.9845,0.9112,Joshuachester District,Port Luis,Drunk Driving,Metropolitan
477,2024-08-14,06:53,Tue,Unknown,Junction,45,Flood,Darkness - Lighting Unknown,5,5,Slight,51.8576,-4.1481,Wrightstad District,Coopermouth,Speeding,West Region
478,2024-04-10,03:17,Sun,Hail,Dual Carriageway,26,Dry,Daylight,2,6,Slight,53.8372,-3.1126,Greenport District,Lauraborough,Pedestrian Error,South Region
479,2023-08-16,04:02,Sun,Unknown,Roundabout,40,Mud,Twilight,5,3,Slight,57.774,-0.9941,New Josephstad District,Amyburgh,Distracted Driving,East Region
480,2025-02-13,08:26,Sat,Fine,Motorway,36,Flood,Twilight,5,0,Serious,51.1888,-4.5582,Victoriashire District,Lake Gregory,Road Condition,West Region
481,2025-06-12,19:54,Wed,Rain,Motorway,48,Ice,Daylight,2,5,Slight,50.9058,-2.7412,Chadburgh District,Hernandezland,Driver Error,North Region
482,2023-10-28,01:03,Sun,Snow,Dual Carriageway,61,Ice,Darkness - Lights Lit,4,5,Slight,54.3694,-2.0928,South Christopher District,South Curtisberg,Drunk Driving,East Region
483,2024-09-06,13:48,Wed,Snow,Junction,37,Snow,Twilight,5,3,Slight,56.9048,-4.9949,Port Carolynville District,Port Kimberlyburgh,Pedestrian Error,East Region
484,2025-06-11,02:09,Mon,Fog,A-Road,25,Mud,Darkness - No Lighting,4,5,Slight,50.7433,-3.714,Colonfort District,Elizabethville,Pedestrian Error,South Region
485,2023-07-29,11:42,Sat,Rain,Junction,36,Wet,Darkness - Lights Lit,3,5,Serious,55.044,-4.0418,North Tiffanyberg District,Crawfordside,Pedestrian Error,North Region
486,2024-11-28,21:21,Sun,Unknown,A-Road,36,Ice,Darkness - Lights Lit,3,3,Slight,50.3339,-3.5386,Jordanton District,Lake Kathryn,Road Condition,North Region
487,2023-01-02,13:52,Sun,Fine,One Way Street,49,Flood,Twilight,4,0,Slight,50.1805,0.7685,Port Sarahview District,Kylemouth,Unknown,West Region
488,2023-05-08,13:29,Mon,Fog,A-Road,54,Wet,Darkness - Lighting Unknown,3,3,Serious,53.7635,-3.1133,Robinsonfurt District,Pierceport,Drunk Driving,East Region
489,2023-12-22,09:07,Thu,Rain,One Way Street,57,Ice,Darkness - No Lighting,1,5,Slight,51.9766,-1.5281,Shaffermouth District,Jadefort,Road Condition,Metropolitan
490,2024-10-26,15:38,Fri,Unknown,B-Road,43,Ice,Darkness - Lighting Unknown,1,0,Serious,54.9803,-3.6345,East Justin District,Jonathanhaven,Distracted Driving,East Region
491,2024-04-01,22:06,Fri,Unknown,Roundabout,23,Flood,Darkness - Lighting Unknown,4,6,Slight,53.7225,-0.9286,South Samantha District,Jackland,Unknown,South Region
492,2024-05-11,04:17,Sun,Snow,Junction,53,Flood,Darkness - Lights Lit,3,2,Slight,52.3378,-3.9325,Heathbury District,Aliciaburgh,Distracted Driving,East Region
493,2025-01-17,14:13,Sat,Unknown,Junction,23,Snow,Darkness - Lighting Unknown,4,5,Serious,50.0081,-0.0254,Lake Sarahmouth District,Port Shellyview,Drunk Driving,North Region
494,2024-07-04,01:03,Mon,Hail,One Way Street,44,Dry,Twilight,3,4,Slight,51.4484,-1.869,New Roy District,New Tiffany,Pedestrian Error,North Region
495,2023-11-25,05:18,Fri,Hail,Dual Carriageway,48,Flood,Darkness - No Lighting,3,4,Slight,56.8156,-1.9787,Serranomouth District,Wellsville,Vehicle Fault,West Region
496,2023-02-13,12:21,Tue,Windy,One Way Street,32,Flood,Twilight,3,3,Slight,53.9983,1.484,Maryport District,Sheriton,Weather Conditions,South Region
497,2024-12-02,02:11,Mon,Unknown,Roundabout,43,Dry,Darkness - No Lighting,4,1,Slight,56.5999,0.769,Bradleyton District,Deborahberg,Road Condition,West Region
498,2024-11-23,14:45,Wed,Unknown,One Way Street,34,Mud,Twilight,4,3,Fatal,51.2553,-4.9793,East Jay District,West Parker,Speeding,West Region
499,2023-01-06,23:32,Wed,Fog,Motorway,52,Snow,Darkness - Lighting Unknown,2,0,Slight,51.3893,-1.5845,New Kerriborough District,Jenniferfort,Distracted Driving,North Region
500,2023-10-25,02:17,Mon,Fine,Dual Carriageway,54,Wet,Darkness - Lighting Unknown,2,0,Slight,57.9304,-1.6961,West Courtneyland District,Mossfurt,Distracted Driving,Metropolitan
501,2025-03-27,04:02,Tue,Fine,B-Road,31,Flood,Darkness - Lighting Unknown,1,4,Serious,51.5125,-2.9963,Port Rebecca District,Lake Davidhaven,Pedestrian Error,Metropolitan
502,2023-11-23,23:46,Mon,Snow,Junction,54,Flood,Twilight,2,6,Slight,56.3108,-2.9528,North Jeffreychester District,West Aaronchester,Vehicle Fault,South Region
503,2024-10-10,13:45,Tue,Fine,Roundabout,56,Mud,Twilight,4,5,Slight,56.5631,-3.6694,West Kathrynchester District,Lopezside,Drunk Driving,East Region
504,2023-02-24,13:55,Mon,Rain,Junction,38,Dry,Darkness - Lighting Unknown,3,1,Slight,51.5715,0.5159,West Kimberlyport District,Maryton,Road Condition,East Region
505,2024-07-06,17:09,Tue,Unknown,One Way Street,21,Mud,Darkness - No Lighting,2,6,Slight,51.6566,-1.204,South Brian District,South Michaelville,Driver Error,West Region
506,2024-03-02,20:53,Sat,Snow,Junction,40,Wet,Darkness - No Lighting,5,6,Slight,51.2718,-0.2751,Port Ronald District,South Dustinmouth,Road Condition,North Region
507,2024-04-17,08:25,Fri,Fine,Motorway,40,Flood,Daylight,1,3,Slight,57.8518,-3.9738,Stewartfurt District,Johnhaven,Road Condition,West Region
508,2025-02-28,05:28,Tue,Unknown,One Way Street,30,Ice,Twilight,4,3,Slight,50.6467,-2.1561,East Robertburgh District,Madisonmouth,Vehicle Fault,Metropolitan
509,2024-06-16,16:35,Thu,Fine,Roundabout,33,Wet,Darkness - Lights Lit,1,3,Slight,51.488,0.5271,Thomasbury District,Tiffanymouth,Pedestrian Error,West Region
510,2023-02-01,12:04,Tue,Unknown,One Way Street,42,Ice,Darkness - No Lighting,5,4,Slight,52.0528,-3.4467,Holtmouth District,Joshuaview,Weather Conditions,West Region
511,2024-10-22,13:40,Tue,Hail,One Way Street,49,Flood,Daylight,2,3,Slight,50.4722,-4.573,Joelview District,Port Evanberg,Unknown,North Region
512,2023-03-11,15:38,Sun,Unknown,A-Road,49,Mud,Twilight,3,5,Serious,52.6103,0.3926,West Anneberg District,Johnsonmouth,Road Condition,Metropolitan
513,2023-04-20,16:36,Mon,Fine,One Way Street,50,Flood,Daylight,3,6,Slight,50.1038,0.2992,Davisside District,East Elizabeth,Distracted Driving,North Region
514,2024-05-12,00:22,Wed,Rain,Dual Carriageway,64,Dry,Darkness - Lighting Unknown,4,5,Serious,53.7295,1.6817,Lake Karen District,Port Jacobbury,Weather Conditions,Metropolitan
515,2023-03-18,22:11,Sun,Hail,Roundabout,68,Snow,Darkness - Lighting Unknown,5,2,Slight,52.3,-3.4865,Rodriguezport District,Ryanmouth,Drunk Driving,East Region
516,2023-02-16,10:50,Thu,Windy,Motorway,48,Flood,Darkness - Lights Lit,1,3,Slight,55.1619,-4.4097,Davidbury District,East Kelsey,Vehicle Fault,East Region
517,2024-05-22,09:48,Tue,Snow,A-Road,61,Dry,Twilight,5,0,Serious,56.6505,-4.4999,Medinaport District,Lake Josephland,Unknown,West Region
518,2023-09-17,15:10,Tue,Unknown,One Way Street,39,Wet,Darkness - Lighting Unknown,5,5,Serious,55.4274,-0.5836,East Caroline District,Samuelton,Pedestrian Error,South Region
519,2023-04-23,12:28,Wed,Fine,B-Road,39,Ice,Darkness - Lights Lit,2,4,Slight,51.9631,-0.2858,North Mark District,Jenniferchester,Speeding,Metropolitan
520,2023-05-11,23:51,Wed,Fine,Dual Carriageway,47,Snow,Daylight,2,1,Slight,57.3523,1.2707,Valeriehaven District,West Timothystad,Pedestrian Error,Metropolitan
521,2023-10-13,03:53,Fri,Windy,A-Road,46,Ice,Darkness - No Lighting,1,3,Slight,53.5144,-3.342,Jamesfort District,Waynemouth,Road Condition,East Region
522,2023-02-05,19:53,Fri,Snow,Motorway,50,Dry,Daylight,5,3,Slight,54.6994,1.1585,New Caitlinport District,Rayport,Road Condition,North Region
523,2023-01-17,06:49,Fri,Fog,A-Road,59,Snow,Darkness - No Lighting,1,2,Slight,53.9129,-2.4065,Rebeccaberg District,Tammyville,Unknown,East Region
524,2023-08-23,23:52,Mon,Rain,A-Road,57,Snow,Twilight,3,0,Slight,50.3292,-2.8751,Yuside District,Kylechester,Drunk Driving,East Region
525,2023-02-09,07:06,Wed,Snow,Roundabout,46,Dry,Twilight,4,2,Slight,56.3375,-3.119,West Reginaton District,Hullborough,Drunk Driving,North Region
526,2024-04-29,12:59,Tue,Fine,Roundabout,47,Ice,Darkness - Lighting Unknown,1,0,Serious,52.4569,-0.4236,South Jasonmouth District,North Kyleside,Drunk Driving,South Region
527,2025-05-23,07:19,Wed,Snow,Junction,59,Mud,Daylight,5,2,Slight,50.6247,-4.4839,Cassiebury District,South Ericside,Weather Conditions,Metropolitan
528,2024-09-08,21:21,Thu,Rain,Roundabout,54,Flood,Daylight,2,5,Slight,53.8868,-2.3018,Port Matthewhaven District,Port John,Distracted Driving,Metropolitan
529,2023-03-15,09:11,Thu,Snow,Roundabout,61,Mud,Twilight,5,4,Slight,56.9817,1.1103,Smithmouth District,New Steven,Pedestrian Error,North Region
530,2024-02-05,10:42,Mon,Fine,Dual Carriageway,26,Snow,Darkness - Lighting Unknown,3,1,Slight,55.8614,0.7941,Patriciashire District,Josephfurt,Distracted Driving,South Region
531,2025-05-27,15:41,Wed,Windy,A-Road,63,Flood,Darkness - Lights Lit,4,5,Serious,50.236,-3.5838,South Lauraland District,Lake Ginashire,Driver Error,Metropolitan
532,2023-10-27,14:14,Sat,Unknown,One Way Street,51,Mud,Daylight,1,4,Slight,55.4239,-2.8507,Carolynmouth District,Lake Bruceland,Speeding,South Region
533,2023-03-17,04:53,Sun,Rain,B-Road,35,Snow,Darkness - Lighting Unknown,3,1,Slight,50.7129,-0.3307,Gregland District,Kathychester,Distracted Driving,Metropolitan
534,2024-03-14,08:59,Sun,Fine,Motorway,40,Wet,Daylight,5,3,Serious,57.1359,-1.4514,Smithborough District,Smithburgh,Driver Error,North Region
535,2024-03-31,00:01,Sat,Unknown,Motorway,58,Mud,Darkness - Lighting Unknown,3,0,Serious,53.3694,-4.5148,Port Ginaport District,East Justinchester,Unknown,West Region
536,2023-05-14,05:33,Wed,Unknown,Junction,40,Wet,Darkness - Lighting Unknown,5,1,Slight,55.2187,-0.6766,Chungberg District,Lewiston,Driver Error,Metropolitan
537,2025-03-01,00:29,Fri,Fog,B-Road,38,Snow,Darkness - Lights Lit,5,6,Slight,57.8259,-4.4517,New Monicamouth District,Josephberg,Distracted Driving,West Region
538,2025-01-27,18:09,Sun,Windy,A-Road,51,Mud,Darkness - No Lighting,4,6,Serious,52.212,0.0419,Spencerport District,Cassidyhaven,Drunk Driving,East Region
539,2025-05-29,08:31,Wed,Snow,A-Road,30,Snow,Darkness - No Lighting,4,3,Serious,51.927,0.3006,East Matthew District,Lake Jeffreyshire,Speeding,East Region
540,2024-04-14,10:34,Sun,Rain,B-Road,22,Ice,Daylight,5,6,Slight,54.4232,-1.2783,Port Taylorfurt District,Feliciastad,Pedestrian Error,West Region
541,2024-07-21,00:49,Sat,Rain,A-Road,43,Wet,Twilight,1,0,Serious,52.4222,-1.1522,Jamesmouth District,Lauraview,Drunk Driving,South Region
542,2023-04-10,19:19,Mon,Unknown,Dual Carriageway,63,Dry,Darkness - Lighting Unknown,2,3,Fatal,53.7544,-2.452,Marcstad District,Ashleyland,Drunk Driving,North Region
543,2023-07-17,15:43,Wed,Rain,Dual Carriageway,38,Ice,Twilight,4,4,Slight,57.6322,-0.4,Port Heidi District,Michaelview,Driver Error,West Region
544,2024-04-06,00:58,Tue,Unknown,Dual Carriageway,25,Dry,Daylight,5,6,Slight,52.8223,0.4299,Debrastad District,Lake Reginaldport,Pedestrian Error,East Region
545,2025-02-28,16:19,Tue,Windy,B-Road,23,Dry,Darkness - Lights Lit,5,2,Fatal,51.8848,-4.5315,Port Erin District,Albertshire,Unknown,South Region
546,2023-10-04,22:42,Mon,Unknown,Roundabout,46,Wet,Darkness - Lighting Unknown,3,1,Slight,50.9072,-2.5445,Nashberg District,Tapiamouth,Driver Error,North Region
547,2024-08-12,12:09,Mon,Fine,Junction,65,Flood,Darkness - Lighting Unknown,4,2,Slight,50.5801,-1.1821,Rodriguezmouth District,Penaview,Drunk Driving,East Region
548,2024-02-29,15:35,Mon,Rain,Junction,50,Dry,Daylight,3,3,Slight,52.9387,-4.3445,Wolfeside District,Robertborough,Speeding,Metropolitan
549,2025-05-07,22:40,Mon,Rain,Motorway,70,Ice,Darkness - Lighting Unknown,5,0,Slight,57.4596,0.1,Port Jennabury District,Morenoview,Distracted Driving,North Region
550,2023-10-20,22:55,Wed,Fog,Motorway,39,Snow,Darkness - No Lighting,5,1,Slight,54.7212,-2.7055,New Ryan District,Kathleenberg,Driver Error,North Region
551,2024-01-10,14:42,Sat,Fine,Roundabout,44,Snow,Daylight,5,4,Slight,52.8983,-1.0391,South Christinaberg District,Owensberg,Speeding,East Region
552,2023-11-01,17:31,Wed,Unknown,Junction,48,Mud,Daylight,5,0,Slight,53.4749,-2.7891,Donaldport District,Port Mark,Driver Error,West Region
553,2025-03-26,10:46,Tue,Fine,Junction,42,Ice,Darkness - Lighting Unknown,5,6,Serious,52.5172,0.6101,Kellyshire District,West Amy,Pedestrian Error,North Region
554,2025-02-11,14:45,Wed,Rain,One Way Street,49,Flood,Darkness - Lights Lit,3,1,Slight,52.7716,-2.5308,Ianside District,North Donald,Road Condition,Metropolitan
555,2024-10-16,08:51,Sat,Snow,Junction,47,Snow,Darkness - Lighting Unknown,5,0,Slight,57.3801,-4.2272,South Robertland District,Bowenborough,Unknown,East Region
556,2025-03-30,06:15,Sat,Fog,Motorway,57,Wet,Darkness - Lights Lit,1,6,Slight,54.4099,0.9667,Brightmouth District,South Jamesshire,Unknown,North Region
557,2023-12-06,18:42,Sun,Snow,Junction,51,Mud,Daylight,1,6,Slight,57.7588,-3.3344,North Miranda District,Lake Seanstad,Driver Error,South Region
558,2024-06-11,06:19,Sun,Windy,One Way Street,62,Wet,Twilight,4,0,Slight,57.2447,-3.5228,Port Markton District,South Shannonborough,Weather Conditions,Metropolitan
559,2024-12-09,13:55,Tue,Snow,Junction,49,Flood,Darkness - Lights Lit,5,2,Slight,51.2116,-1.0774,North April District,North Jonathonhaven,Distracted Driving,East Region
560,2023-04-23,18:43,Sun,Windy,Roundabout,60,Flood,Darkness - Lights Lit,3,6,Serious,56.399,-0.1601,Raymondton District,Murphyfort,Driver Error,North Region
561,2025-03-09,21:05,Sun,Snow,Junction,49,Wet,Darkness - Lights Lit,1,0,Serious,54.7413,-0.4681,South Samantha District,Lake Jonborough,Unknown,North Region
562,2025-03-30,02:45,Mon,Hail,B-Road,48,Mud,Darkness - Lights Lit,3,0,Slight,50.7394,-2.6181,Stevensonhaven District,Jasonmouth,Speeding,North Region
563,2023-07-02,22:59,Sun,Fine,Roundabout,25,Snow,Darkness - Lighting Unknown,5,2,Slight,51.1429,0.6581,Williamstown District,Lake Thomasport,Speeding,North Region
564,2023-03-27,11:38,Sun,Unknown,A-Road,22,Ice,Twilight,3,5,Slight,54.9432,-2.5069,Edwardton District,New Aprilfort,Weather Conditions,East Region
565,2025-04-02,12:40,Thu,Snow,B-Road,32,Snow,Twilight,3,0,Serious,55.4601,-4.5193,South Matthewmouth District,Samanthatown,Drunk Driving,East Region
566,2024-09-05,12:00,Thu,Snow,A-Road,32,Mud,Twilight,3,4,Slight,57.8551,-4.8154,North Josephborough District,Lake Andrew,Vehicle Fault,North Region
567,2024-11-24,00:09,Wed,Fine,Motorway,22,Wet,Twilight,1,0,Serious,56.4668,-0.8709,Sandersstad District,North Cynthia,Driver Error,South Region
568,2024-05-29,13:57,Fri,Hail,Roundabout,43,Flood,Darkness - Lights Lit,5,1,Fatal,55.1873,1.4137,North Bridget District,Dianebury,Driver Error,East Region
569,2024-03-05,23:01,Thu,Rain,Dual Carriageway,53,Dry,Daylight,3,4,Fatal,50.2509,0.1012,North Jasonchester District,Erinstad,Unknown,East Region
570,2023-12-21,00:02,Tue,Fog,Junction,24,Dry,Twilight,4,0,Serious,51.4253,-3.2026,South Anthony District,West Nicholas,Road Condition,East Region
571,2023-05-23,09:17,Mon,Fine,Motorway,65,Ice,Twilight,2,4,Slight,53.4213,0.7452,Jamesland District,Lawrenceburgh,Vehicle Fault,South Region
572,2024-05-19,13:57,Sun,Fine,A-Road,47,Mud,Twilight,2,1,Slight,57.9151,-2.9183,New Juliebury District,Boydchester,Speeding,North Region
573,2024-02-21,20:42,Tue,Fog,Junction,41,Snow,Twilight,5,2,Serious,55.8234,0.1434,West Allen District,Stephanieville,Road Condition,South Region
574,2024-05-10,20:50,Tue,Fine,B-Road,30,Flood,Darkness - Lights Lit,1,1,Slight,51.4551,-1.6769,West Christina District,Frankshire,Vehicle Fault,North Region
575,2024-11-21,19:53,Mon,Fog,Motorway,21,Wet,Twilight,1,2,Slight,56.7434,-1.6526,Port Frankbury District,South Saraborough,Distracted Driving,Metropolitan
576,2024-03-03,13:40,Mon,Windy,One Way Street,69,Mud,Daylight,4,4,Serious,57.9489,1.737,East Annettestad District,Thompsonmouth,Vehicle Fault,East Region
577,2023-06-22,19:48,Sun,Windy,B-Road,36,Snow,Daylight,2,6,Serious,51.8599,-4.6939,Blackburnfurt District,Wardmouth,Pedestrian Error,South Region
578,2024-05-07,23:03,Sat,Hail,Junction,68,Snow,Darkness - Lighting Unknown,2,1,Slight,55.8722,1.4167,Deborahfurt District,Davidbury,Weather Conditions,South Region
579,2024-04-28,08:09,Fri,Unknown,Junction,28,Dry,Twilight,2,5,Slight,51.5879,-4.2715,New Allison District,West Tammy,Unknown,Metropolitan
580,2025-02-02,14:19,Sun,Fog,B-Road,44,Ice,Darkness - Lights Lit,1,0,Slight,56.3524,-0.8339,Ballardland District,New Melissaburgh,Drunk Driving,North Region
581,2023-05-22,08:37,Sun,Windy,Dual Carriageway,58,Mud,Darkness - Lighting Unknown,4,0,Serious,54.1846,-0.7717,Susanmouth District,Chambersland,Driver Error,South Region
582,2023-10-13,06:55,Sat,Snow,One Way Street,38,Wet,Daylight,5,6,Slight,52.0377,1.3766,Bullockstad District,Billybury,Road Condition,North Region
583,2024-12-05,07:36,Mon,Hail,Roundabout,51,Ice,Darkness - Lighting Unknown,2,0,Slight,56.5338,-1.7791,Darrenbury District,Saraberg,Road Condition,South Region
584,2025-05-14,13:42,Thu,Unknown,Motorway,45,Flood,Twilight,1,5,Slight,54.2335,-2.9838,Mckaytown District,South Karen,Vehicle Fault,East Region
585,2025-03-22,05:46,Sun,Rain,Dual Carriageway,35,Dry,Daylight,1,5,Serious,54.3803,-2.0497,South Jessica District,North Michaelport,Unknown,East Region
586,2023-03-13,14:20,Wed,Snow,Junction,69,Wet,Darkness - No Lighting,1,2,Slight,56.0156,1.6518,South Victoria District,Westfort,Drunk Driving,Metropolitan
587,2024-06-09,05:24,Sun,Fine,Junction,56,Wet,Darkness - No Lighting,3,1,Slight,51.2016,-0.2061,North Kristinville District,Cantuville,Speeding,North Region
588,2023-06-01,20:51,Thu,Rain,Roundabout,23,Wet,Darkness - Lighting Unknown,2,6,Fatal,54.7094,-2.851,Vasquezfurt District,Mandyport,Speeding,West Region
589,2023-10-16,07:24,Fri,Snow,A-Road,52,Mud,Darkness - Lights Lit,4,4,Serious,50.1674,0.4929,New Lisa District,New Karenchester,Drunk Driving,North Region
590,2025-06-26,08:41,Wed,Rain,One Way Street,30,Flood,Darkness - No Lighting,1,0,Slight,52.8234,-3.7054,Mistyberg District,Thomasmouth,Drunk Driving,Metropolitan
591,2024-05-26,08:07,Tue,Rain,Junction,55,Mud,Darkness - Lighting Unknown,2,4,Slight,51.3018,0.302,Port Phyllis District,Kelseyside,Driver Error,North Region
592,2024-04-20,23:38,Tue,Hail,A-Road,47,Flood,Darkness - Lights Lit,1,5,Serious,56.1832,-1.4483,Thompsonmouth District,East Dale,Vehicle Fault,South Region
593,2023-03-03,07:25,Wed,Fine,B-Road,43,Wet,Darkness - No Lighting,3,3,Serious,56.5529,-4.3003,North Kylefurt District,East Juliemouth,Road Condition,South Region
594,2023-10-16,11:31,Tue,Fine,Dual Carriageway,66,Ice,Darkness - Lights Lit,4,0,Slight,55.7897,1.1136,Cameronfurt District,West Ryan,Road Condition,Metropolitan
595,2025-06-02,19:11,Wed,Snow,One Way Street,33,Ice,Darkness - Lights Lit,4,3,Slight,57.7679,0.5262,West Deannaport District,East Denisefort,Drunk Driving,East Region
596,2024-06-09,07:08,Fri,Snow,One Way Street,22,Flood,Twilight,3,6,Slight,51.5035,-0.3925,East Jeremy District,Lake Aaronborough,Speeding,South Region
597,2024-04-13,16:56,Sun,Unknown,Dual Carriageway,65,Mud,Darkness - No Lighting,3,2,Slight,56.5409,-0.1482,North Carmenmouth District,Davidshire,Driver Error,East Region
598,2024-03-02,18:31,Wed,Unknown,One Way Street,67,Dry,Darkness - Lighting Unknown,5,1,Serious,52.2275,-3.5795,North Christinamouth District,Margaretfort,Unknown,North Region
599,2023-04-10,20:30,Mon,Windy,Junction,33,Wet,Darkness - Lights Lit,4,0,Serious,55.1605,-3.4106,New Andrea District,Port Colin,Unknown,West Region
600,2024-11-23,02:49,Sun,Hail,Junction,25,Flood,Twilight,5,5,Slight,55.7643,-1.4309,Port Marcusburgh District,Julianmouth,Driver Error,West Region
601,2023-06-30,19:55,Mon,Snow,A-Road,29,Snow,Darkness - Lighting Unknown,4,0,Serious,53.8662,-0.464,North Heidihaven District,Lindaburgh,Pedestrian Error,East Region
602,2025-05-15,04:19,Wed,Unknown,One Way Street,37,Flood,Darkness - Lighting Unknown,3,1,Fatal,55.8197,-4.748,South Daniel District,New Matthew,Pedestrian Error,North Region
603,2023-07-07,01:46,Wed,Rain,Dual Carriageway,20,Flood,Darkness - No Lighting,2,0,Serious,55.0124,1.6159,New Michaelbury District,New Lancemouth,Weather Conditions,East Region
604,2023-02-27,16:43,Sat,Unknown,Junction,30,Ice,Darkness - Lights Lit,5,0,Slight,53.1306,-1.029,Jefferyfurt District,Hurleytown,Speeding,North Region
605,2023-02-20,21:14,Wed,Hail,One Way Street,46,Snow,Twilight,3,6,Serious,57.791,-1.0484,Williamsmouth District,Andersonville,Drunk Driving,West Region
606,2024-01-31,03:35,Tue,Fog,B-Road,20,Mud,Daylight,1,2,Serious,54.6282,0.4641,North Elizabeth District,Samanthamouth,Drunk Driving,North Region
607,2023-12-10,11:23,Sun,Hail,One Way Street,40,Dry,Darkness - Lighting Unknown,1,0,Serious,52.8009,-3.0799,North Michaelmouth District,Cruzburgh,Unknown,South Region
608,2023-08-31,13:06,Mon,Windy,Motorway,40,Snow,Daylight,5,6,Serious,53.5219,-4.8633,Tamarashire District,Castroborough,Road Condition,East Region
609,2024-12-05,23:00,Thu,Unknown,B-Road,39,Flood,Daylight,5,3,Serious,57.7039,-1.9905,Paulachester District,New Jessica,Drunk Driving,West Region
610,2023-09-11,20:55,Tue,Fog,B-Road,54,Dry,Darkness - No Lighting,1,6,Serious,50.8968,-3.1906,North Ann District,North Katelynton,Distracted Driving,East Region
611,2025-06-16,20:00,Fri,Fine,One Way Street,21,Wet,Darkness - Lighting Unknown,3,6,Slight,51.3335,0.2686,Stevenshire District,West Jasmine,Weather Conditions,Metropolitan
612,2024-02-18,10:24,Sun,Windy,A-Road,47,Dry,Twilight,2,4,Serious,52.7186,-4.7476,Lake Leslieport District,Gordonhaven,Weather Conditions,North Region
613,2023-04-25,04:57,Sat,Snow,Dual Carriageway,66,Dry,Daylight,4,6,Slight,53.3543,-3.9977,Lake Allisonview District,Jacksonberg,Drunk Driving,South Region
614,2024-08-03,07:51,Sun,Fog,Roundabout,35,Wet,Darkness - Lights Lit,2,4,Slight,55.6867,-1.5815,South Richard District,Matthewchester,Pedestrian Error,West Region
615,2023-07-28,15:39,Thu,Snow,One Way Street,59,Mud,Darkness - No Lighting,5,2,Slight,55.2973,-4.973,Jamesview District,New Ryanborough,Road Condition,East Region
616,2025-03-14,01:55,Thu,Hail,One Way Street,42,Wet,Darkness - Lighting Unknown,3,2,Slight,51.5986,1.3378,South Luke District,Jonesberg,Drunk Driving,Metropolitan
617,2024-02-28,19:35,Mon,Fine,One Way Street,33,Snow,Twilight,2,2,Slight,51.2606,-2.3425,Suarezton District,Port Stephanieside,Speeding,East Region
618,2024-12-26,05:11,Tue,Fog,B-Road,26,Wet,Darkness - Lighting Unknown,3,4,Slight,54.2019,-2.5803,Alexanderfurt District,Collinsstad,Vehicle Fault,Metropolitan
619,2024-09-28,06:12,Wed,Unknown,Junction,22,Mud,Daylight,2,1,Slight,52.8578,-3.3405,West Yolanda District,Colleenbury,Drunk Driving,West Region
620,2025-04-11,20:20,Fri,Fog,A-Road,28,Mud,Daylight,4,0,Slight,57.1903,1.254,Lake Williamland District,West Robertchester,Road Condition,Metropolitan
621,2023-04-26,21:12,Thu,Windy,One Way Street,40,Snow,Daylight,1,0,Slight,55.3442,-0.8279,Loganton District,Pittmanton,Unknown,West Region
622,2023-02-20,12:58,Thu,Unknown,Junction,43,Mud,Twilight,2,2,Slight,52.1318,-1.3706,Loweburgh District,North Tracy,Weather Conditions,North Region
623,2023-06-18,21:54,Fri,Rain,B-Road,57,Flood,Darkness - No Lighting,4,0,Slight,53.1469,-1.0324,Port Natalie District,Johnsonport,Weather Conditions,North Region
624,2025-01-03,01:21,Sat,Snow,One Way Street,39,Mud,Darkness - Lights Lit,3,2,Slight,52.2644,-2.9083,West Robertland District,Angelaburgh,Driver Error,North Region
625,2024-01-19,00:59,Fri,Rain,B-Road,49,Flood,Darkness - Lights Lit,5,0,Slight,55.8327,-0.1241,North David District,Port Alicia,Drunk Driving,South Region
626,2025-01-03,05:38,Fri,Rain,Dual Carriageway,34,Ice,Daylight,5,5,Slight,50.7996,1.1152,Ashleyhaven District,Codychester,Speeding,East Region
627,2023-11-15,15:18,Tue,Fog,Roundabout,54,Flood,Daylight,2,2,Slight,54.3563,-3.8949,East Steven District,Wrightborough,Weather Conditions,East Region
628,2023-03-26,19:47,Sun,Hail,Roundabout,21,Wet,Darkness - No Lighting,5,4,Serious,56.0258,0.3177,Acostatown District,North Markhaven,Distracted Driving,North Region
629,2024-08-17,06:43,Sat,Unknown,A-Road,45,Mud,Darkness - Lighting Unknown,5,4,Slight,50.7273,0.634,Edwardmouth District,Nicholasmouth,Distracted Driving,Metropolitan
630,2023-04-20,17:42,Fri,Unknown,One Way Street,63,Wet,Darkness - Lights Lit,3,5,Slight,53.3714,-4.6194,New Pedrostad District,East Julie,Pedestrian Error,Metropolitan
631,2025-02-09,18:26,Wed,Fog,One Way Street,24,Ice,Darkness - Lights Lit,3,3,Serious,50.4043,-3.3386,Josephport District,Jessebury,Speeding,South Region
632,2023-03-12,09:28,Sat,Windy,Junction,55,Mud,Darkness - Lights Lit,4,2,Slight,53.189,-1.5016,Kristymouth District,Curryberg,Speeding,North Region
633,2024-06-07,16:06,Wed,Unknown,B-Road,31,Flood,Darkness - No Lighting,1,6,Serious,55.9272,-2.8269,Allisonside District,Hayneston,Distracted Driving,West Region
634,2024-12-02,10:54,Sat,Fog,B-Road,50,Ice,Daylight,4,4,Slight,54.3301,-2.0698,Santiagohaven District,Nathanielmouth,Pedestrian Error,West Region
