sale_id,date,product_sku,product_name,category,gender,region,state,city,retailer,sales_channel,units_sold,unit_price,total_sales,operating_profit,margin_pct
1128,2024-06-21,ADS3706,Supernova,Running,Men,Southeast,Georgia,Riddleland,Macys,Outlet,19,54.05,1026.95,399.48,38.9
1129,2024-05-17,ADS3140,Copa,Football,Men,Midwest,Ohio,Brownville,Macys,Online,34,231.7,7877.8,2812.37,35.7
1130,2025-04-15,ADS6269,NMD,Lifestyle,Women,Southwest,Ohio,Stevensland,Finish Line,Retail,39,110.04,4291.56,2317.44,54.0
1131,2024-03-02,ADS8424,Superstar,Lifestyle,Unisex,West,Ohio,Lake Cindy,Adidas.com,Retail,42,207.24,8704.08,3681.83,42.3
1132,2024-12-26,ADS6287,Cloudfoam,Casual,Unisex,Southwest,Florida,South Johnny,Eastbay,Retail,24,233.05,5593.2,3255.24,58.2
1133,2025-02-24,ADS2245,Terrex,Outdoor,Men,Southeast,New York,Maureentown,Nordstrom,Outlet,48,191.4,9187.2,3638.13,39.6
1134,2024-04-28,ADS1841,Copa,Football,Men,Northeast,Pennsylvania,East Christopherside,Nordstrom,Online,38,125.15,4755.7,2872.44,60.4
1135,2025-06-27,ADS3869,Superstar,Lifestyle,Unisex,West,Illinois,West Wesley,Champs Sports,Retail,38,218.16,8290.08,4766.8,57.5
1136,2025-02-16,ADS5174,Superstar,Lifestyle,Unisex,West,Arizona,Port Kevin,Adidas.com,Online,40,79.94,3197.6,1499.67,46.9
1137,2024-01-16,ADS5410,Supernova,Running,Men,Northeast,Pennsylvania,South Brandon,Adidas.com,Online,43,211.29,9085.47,4588.16,50.5
1138,2025-06-12,ADS2345,X Speedportal,Football,Men,Southeast,Illinois,Vickistad,Dicks Sporting Goods,Retail,22,198.32,4363.04,2273.14,52.1
1139,2025-04-13,ADS9902,Adicross,Golf,Men,Midwest,Texas,Mariastad,Finish Line,Outlet,21,136.0,2856.0,1188.1,41.6
1140,2024-12-31,ADS5658,Forum,Lifestyle,Women,Southwest,Texas,Lake Stevenhaven,Macys,Online,16,115.65,1850.4,832.68,45.0
1141,2025-01-06,ADS9374,Cloudfoam,Casual,Unisex,Midwest,New York,West Melanieside,Adidas.com,Retail,2,195.78,391.56,168.76,43.1
1142,2025-01-29,ADS9637,Predator,Football,Men,West,Pennsylvania,Kathrynview,Eastbay,Online,27,78.97,2132.19,795.31,37.3
1143,2024-12-15,ADS6723,Ultraboost,Running,Women,West,Florida,South Catherine,Finish Line,Outlet,12,65.94,791.28,431.25,54.5
1144,2024-08-13,ADS2080,NMD,Lifestyle,Women,Southwest,Texas,Lake Garrettberg,Champs Sports,Online,7,43.83,306.81,173.04,56.4
1145,2024-08-24,ADS4791,Predator,Football,Men,Northeast,Michigan,North Kyle,Nordstrom,Retail,48,78.5,3768.0,2226.89,59.1
1146,2024-02-16,ADS7875,Copa,Football,Men,Southwest,California,Jonesview,Dicks Sporting Goods,Outlet,42,53.67,2254.14,991.82,44.0
1147,2024-10-06,ADS8720,Ultraboost,Running,Men,West,Michigan,Higginsland,Adidas.com,Outlet,13,170.55,2217.15,833.65,37.6
1148,2024-10-30,ADS4936,Superstar,Lifestyle,Unisex,Southwest,Pennsylvania,Lake Cory,Champs Sports,Retail,5,182.09,910.45,326.85,35.9
1149,2024-02-15,ADS7816,Ultraboost,Running,Women,Midwest,Pennsylvania,Sanchezfurt,Champs Sports,Retail,30,203.37,6101.1,2574.66,42.2
1150,2025-03-25,ADS1953,Terrex,Outdoor,Men,Southeast,Illinois,Sheilachester,Foot Locker,Outlet,22,109.95,2418.9,1294.11,53.5
1151,2024-10-30,ADS6869,Adicross,Golf,Men,Northeast,Texas,New Michelle,Adidas.com,Online,45,208.27,9372.15,3983.16,42.5
1152,2024-04-23,ADS4365,Training,Training,Unisex,Southeast,California,Markshire,Dicks Sporting Goods,Online,37,169.22,6261.14,2786.21,44.5
1153,2024-05-29,ADS2144,Predator,Football,Men,Midwest,Michigan,Juliemouth,Nordstrom,Retail,6,75.55,453.3,186.76,41.2
1154,2025-02-04,ADS1284,Ultraboost,Running,Men,Southwest,New York,Kimberlyton,Champs Sports,Online,10,134.87,1348.7,624.45,46.3
1155,2024-09-23,ADS3020,Training,Training,Unisex,Midwest,Illinois,Port Janetberg,Eastbay,Retail,46,129.6,5961.6,2277.33,38.2
1156,2025-06-24,ADS5008,Superstar,Lifestyle,Unisex,Midwest,New York,Nicoleborough,Eastbay,Outlet,27,58.08,1568.16,1000.49,63.8
1157,2024-09-09,ADS1879,Ultraboost,Running,Women,Southwest,Arizona,Floreston,Nordstrom,Retail,12,88.59,1063.08,558.12,52.5
1158,2024-04-09,ADS4750,Superstar,Lifestyle,Unisex,Midwest,Michigan,East Dennisshire,Finish Line,Retail,43,109.15,4693.45,1689.64,36.0
1159,2025-03-06,ADS3961,Ultraboost,Running,Women,West,Illinois,Parkerburgh,Foot Locker,Outlet,11,200.21,2202.31,1017.47,46.2
1160,2025-04-11,ADS7292,Copa,Football,Men,Midwest,Arizona,Port Matthewshire,Foot Locker,Outlet,23,213.48,4910.04,3122.79,63.6
1161,2025-06-23,ADS5803,X Speedportal,Football,Men,Midwest,Georgia,Georgeburgh,Macys,Retail,26,102.42,2662.92,1456.62,54.7
1162,2024-05-14,ADS5224,Stan Smith,Lifestyle,Unisex,Northeast,Ohio,Lake Kellymouth,Dicks Sporting Goods,Retail,38,86.23,3276.74,1153.41,35.2
1163,2025-06-20,ADS9118,Stan Smith,Lifestyle,Unisex,West,Ohio,Lake Angelicabury,Nordstrom,Retail,48,245.33,11775.84,5982.13,50.8
1164,2024-02-29,ADS8699,Forum,Lifestyle,Women,Southwest,Arizona,Ortizland,Nordstrom,Online,5,226.47,1132.35,567.31,50.1
1165,2025-05-11,ADS1712,Forum,Lifestyle,Men,West,Florida,East Kelly,Champs Sports,Retail,20,227.06,4541.2,2102.58,46.3
1166,2024-06-19,ADS3100,Stan Smith,Lifestyle,Unisex,West,California,Port Kimberlyville,Adidas.com,Outlet,22,198.14,4359.08,2706.99,62.1
1167,2025-05-18,ADS1531,Copa,Football,Men,Southwest,Florida,Wardshire,Macys,Outlet,30,178.2,5346.0,2646.27,49.5
1168,2025-06-08,ADS2601,Cloudfoam,Casual,Unisex,Southeast,Illinois,Thomasview,Adidas.com,Outlet,16,44.22,707.52,270.27,38.2
1169,2024-09-21,ADS2438,Forum,Lifestyle,Women,Southwest,Illinois,Jacobberg,Nordstrom,Retail,9,161.29,1451.61,857.9,59.1
1170,2025-02-08,ADS3935,Adicross,Golf,Men,West,Florida,Matthewview,Dicks Sporting Goods,Outlet,32,216.25,6920.0,3141.68,45.4
1171,2024-09-22,ADS2479,Training,Training,Unisex,Midwest,California,Hunterstad,Champs Sports,Retail,33,140.33,4630.89,2093.16,45.2
1172,2024-12-27,ADS8669,NMD,Lifestyle,Women,Northeast,Ohio,Port Johntown,Nordstrom,Retail,5,236.14,1180.7,536.04,45.4
1173,2024-08-31,ADS5940,Cloudfoam,Casual,Unisex,Northeast,Arizona,Lake Shawn,Finish Line,Retail,27,52.4,1414.8,670.62,47.4
1174,2024-07-05,ADS6597,Predator,Football,Men,West,Ohio,West Michael,Nordstrom,Online,27,118.42,3197.34,1732.96,54.2
1175,2025-02-27,ADS6475,Cloudfoam,Casual,Unisex,Southwest,Florida,East Natalie,Dicks Sporting Goods,Online,5,60.06,300.3,124.92,41.6
1176,2024-12-10,ADS7114,X Speedportal,Football,Men,Southwest,Arizona,Thomasbury,Champs Sports,Online,5,229.85,1149.25,578.07,50.3
1177,2025-02-24,ADS8039,Stan Smith,Lifestyle,Unisex,West,Pennsylvania,Silvashire,Macys,Outlet,10,52.53,525.3,284.71,54.2
1178,2025-03-25,ADS8892,Training,Training,Unisex,West,Michigan,Port Tracyland,Champs Sports,Outlet,36,159.64,5747.04,2534.44,44.1
1179,2024-08-16,ADS1957,NMD,Lifestyle,Men,Midwest,New York,South Karenchester,Eastbay,Outlet,28,53.33,1493.24,939.25,62.9
1180,2024-10-21,ADS4001,Supernova,Running,Men,Southeast,Ohio,New Timothymouth,Foot Locker,Retail,14,90.87,1272.18,594.11,46.7
1181,2024-01-10,ADS3197,X Speedportal,Football,Men,Southwest,Illinois,Katrinaside,Champs Sports,Outlet,1,63.63,63.63,40.21,63.2
1182,2024-03-02,ADS2768,Ultraboost,Running,Men,West,Texas,Davidbury,Champs Sports,Online,25,58.78,1469.5,603.96,41.1
1183,2025-02-17,ADS9587,Ultraboost,Running,Women,Midwest,Ohio,North Tracy,Finish Line,Retail,42,249.18,10465.56,3715.27,35.5
1184,2024-12-15,ADS1197,Ultraboost,Running,Men,Southwest,Florida,Dennisborough,Nordstrom,Retail,10,125.31,1253.1,503.75,40.2
1185,2024-03-22,ADS8451,Forum,Lifestyle,Women,Midwest,Georgia,Fosterburgh,Macys,Online,48,79.31,3806.88,1735.94,45.6
1186,2024-02-04,ADS5881,NMD,Lifestyle,Women,Northeast,California,New Josephview,Finish Line,Outlet,5,101.52,507.6,178.17,35.1
1187,2025-05-28,ADS3088,Superstar,Lifestyle,Unisex,Midwest,Michigan,Bobbybury,Dicks Sporting Goods,Outlet,2,135.79,271.58,112.71,41.5
1188,2025-02-19,ADS4391,Ultraboost,Running,Women,Midwest,New York,West Cynthiaburgh,Finish Line,Retail,45,100.49,4522.05,2921.24,64.6
1189,2024-02-29,ADS3478,Cloudfoam,Casual,Unisex,Northeast,Florida,Martinmouth,Adidas.com,Outlet,36,52.39,1886.04,950.56,50.4
1190,2024-11-28,ADS6398,Cloudfoam,Casual,Unisex,West,Georgia,West Chrisbury,Dicks Sporting Goods,Outlet,44,219.24,9646.56,5411.72,56.1
1191,2024-07-24,ADS2049,Adizero,Running,Men,Northeast,Texas,Port Robert,Dicks Sporting Goods,Outlet,13,155.87,2026.31,1268.47,62.6
1192,2024-12-30,ADS4425,Adizero,Running,Men,Southwest,Georgia,East Sandramouth,Champs Sports,Retail,39,135.33,5277.87,1894.76,35.9
1193,2024-07-22,ADS5976,Predator,Football,Men,Southwest,New York,Anthonybury,Foot Locker,Outlet,47,119.34,5608.98,3544.88,63.2
1194,2024-08-27,ADS5585,Predator,Football,Men,Midwest,California,Robertsside,Finish Line,Online,21,69.05,1450.05,759.83,52.4
1195,2024-12-02,ADS5556,Forum,Lifestyle,Women,Northeast,Florida,Stevefurt,Eastbay,Retail,46,166.39,7653.94,3076.88,40.2
1196,2024-09-28,ADS2763,NMD,Lifestyle,Men,Southeast,New York,East Loribury,Macys,Outlet,45,109.18,4913.1,2009.46,40.9
1197,2024-07-28,ADS6407,Adicross,Golf,Men,Southwest,Pennsylvania,East Chris,Foot Locker,Outlet,45,62.12,2795.4,1352.97,48.4
1198,2024-03-21,ADS7048,Adicross,Golf,Men,Southwest,Michigan,West Ashleyfurt,Eastbay,Outlet,47,45.2,2124.4,902.87,42.5
1199,2024-07-20,ADS7521,Supernova,Running,Men,Midwest,New York,Combshaven,Macys,Outlet,5,133.06,665.3,258.14,38.8
1200,2024-01-09,ADS6825,Copa,Football,Men,Southeast,Arizona,West Seanshire,Finish Line,Outlet,39,206.03,8035.17,2989.08,37.2
1201,2024-03-28,ADS2209,NMD,Lifestyle,Women,Midwest,Texas,Riosburgh,Macys,Outlet,1,228.38,228.38,142.05,62.2
1202,2024-01-23,ADS2462,Ultraboost,Running,Women,Southeast,Georgia,West Samuelview,Foot Locker,Retail,27,129.97,3509.19,1508.95,43.0
1203,2024-12-12,ADS3728,Terrex,Outdoor,Men,Southeast,Georgia,Langberg,Foot Locker,Outlet,23,129.7,2983.1,1166.39,39.1
1204,2024-11-24,ADS1388,Adicross,Golf,Men,Southeast,Arizona,Lake Monicaside,Macys,Outlet,46,176.16,8103.36,5097.01,62.9
1205,2024-01-06,ADS5194,X Speedportal,Football,Men,Midwest,Pennsylvania,East Lisashire,Eastbay,Retail,19,159.79,3036.01,1235.66,40.7
1206,2024-10-20,ADS9782,Training,Training,Unisex,Southwest,Ohio,Wendymouth,Nordstrom,Online,16,51.52,824.32,516.02,62.6
1207,2025-03-20,ADS7021,Supernova,Running,Men,West,Ohio,Brendanburgh,Champs Sports,Outlet,38,187.01,7106.38,4299.36,60.5
1208,2025-04-10,ADS6973,Ultraboost,Running,Women,West,Florida,Port Deborah,Champs Sports,Online,10,145.85,1458.5,924.69,63.4
1209,2024-10-27,ADS8531,Forum,Lifestyle,Men,Northeast,Georgia,West Jessicaburgh,Champs Sports,Online,19,159.52,3030.88,1139.61,37.6
1210,2024-01-07,ADS9700,Adicross,Golf,Men,Southwest,Michigan,Tiffanyview,Adidas.com,Retail,27,179.34,4842.18,1743.18,36.0
1211,2025-04-23,ADS4661,Stan Smith,Lifestyle,Unisex,Southeast,Michigan,South Charles,Foot Locker,Online,9,35.15,316.35,113.57,35.9
1212,2025-06-16,ADS7488,Superstar,Lifestyle,Unisex,Southwest,Georgia,Walkerbury,Finish Line,Retail,37,37.45,1385.65,741.32,53.5
1213,2025-01-07,ADS4662,Superstar,Lifestyle,Unisex,Midwest,Illinois,New Dean,Finish Line,Retail,13,238.02,3094.26,1683.28,54.4
1214,2024-10-19,ADS2648,Terrex,Outdoor,Men,West,California,Antoniotown,Nordstrom,Retail,1,125.41,125.41,61.2,48.8
1215,2024-08-17,ADS4175,Adicross,Golf,Men,West,Georgia,West Vickiebury,Eastbay,Retail,19,140.43,2668.17,1606.24,60.2
1216,2024-01-30,ADS4296,Supernova,Running,Men,West,Florida,Scottville,Foot Locker,Retail,26,103.29,2685.54,1600.58,59.6
1217,2024-08-05,ADS6598,X Speedportal,Football,Men,Midwest,Georgia,Port Ashley,Eastbay,Outlet,1,191.05,191.05,100.68,52.7
1218,2024-12-16,ADS9478,Predator,Football,Men,West,Georgia,Port Stevenmouth,Foot Locker,Online,4,189.52,758.08,437.41,57.7
1219,2024-05-06,ADS3885,Superstar,Lifestyle,Unisex,Southwest,Georgia,South Alyssastad,Dicks Sporting Goods,Retail,7,106.06,742.42,290.29,39.1
1220,2024-11-23,ADS1797,X Speedportal,Football,Men,Northeast,Arizona,North Elizabethton,Nordstrom,Outlet,50,246.65,12332.5,6203.25,50.3
1221,2024-08-04,ADS7325,Supernova,Running,Men,Northeast,Ohio,South Nicholas,Eastbay,Outlet,6,100.76,604.56,353.06,58.4
1222,2024-01-06,ADS1910,Ultraboost,Running,Men,Northeast,Pennsylvania,Christineview,Finish Line,Outlet,5,43.79,218.95,136.84,62.5
1223,2025-06-01,ADS4797,NMD,Lifestyle,Women,Midwest,Pennsylvania,North Rachel,Macys,Online,17,236.71,4024.07,1883.26,46.8
1224,2025-06-26,ADS1531,Training,Training,Unisex,West,Arizona,South Alanville,Macys,Online,15,196.95,2954.25,1760.73,59.6
1225,2025-02-12,ADS7192,NMD,Lifestyle,Men,Southwest,Texas,South Joshua,Finish Line,Online,34,58.07,1974.38,878.6,44.5
1226,2025-01-29,ADS3061,Forum,Lifestyle,Men,West,Illinois,Shelleyville,Dicks Sporting Goods,Retail,1,78.24,78.24,35.6,45.5
1227,2024-03-01,ADS4216,Adizero,Running,Men,Midwest,Arizona,Audreystad,Macys,Outlet,38,57.27,2176.26,1190.41,54.7
1228,2024-12-07,ADS5631,Ultraboost,Running,Men,Northeast,New York,West Erikbury,Nordstrom,Outlet,11,159.23,1751.53,961.59,54.9
1229,2025-03-07,ADS1595,Ultraboost,Running,Women,Southeast,New York,Lake Jennifer,Finish Line,Outlet,48,168.61,8093.28,4823.59,59.6
1230,2024-07-27,ADS8048,Ultraboost,Running,Women,Northeast,Georgia,Hansonborough,Dicks Sporting Goods,Outlet,30,181.07,5432.1,2536.79,46.7
1231,2024-08-18,ADS2163,NMD,Lifestyle,Women,Southeast,Illinois,East Christopher,Adidas.com,Outlet,21,159.11,3341.31,2068.27,61.9
1232,2025-05-07,ADS9745,NMD,Lifestyle,Men,Southwest,Illinois,North Adamhaven,Macys,Outlet,31,156.3,4845.3,2495.33,51.5
1233,2025-04-20,ADS7675,NMD,Lifestyle,Men,Southeast,New York,Amberborough,Finish Line,Outlet,7,39.59,277.13,139.4,50.3
1234,2025-04-12,ADS7256,Ultraboost,Running,Women,Southeast,Michigan,Warrenview,Dicks Sporting Goods,Online,12,186.71,2240.52,1041.84,46.5
1235,2024-05-04,ADS6336,Forum,Lifestyle,Women,Northeast,Florida,Jacobport,Finish Line,Online,20,61.32,1226.4,635.28,51.8
1236,2024-07-03,ADS6588,Adizero,Running,Men,Southwest,Pennsylvania,Martinburgh,Champs Sports,Retail,33,209.73,6921.09,3280.6,47.4
1237,2024-03-25,ADS3208,Forum,Lifestyle,Women,Northeast,Florida,Carolport,Adidas.com,Online,9,50.37,453.33,292.85,64.6
1238,2024-04-20,ADS8173,NMD,Lifestyle,Women,Midwest,California,Lake Jane,Nordstrom,Outlet,29,243.58,7063.82,3150.46,44.6
1239,2024-04-15,ADS1212,Superstar,Lifestyle,Unisex,Southwest,Pennsylvania,Port Joshuaburgh,Eastbay,Outlet,1,86.22,86.22,35.61,41.3
1240,2024-10-09,ADS8735,Forum,Lifestyle,Women,Southeast,Georgia,North Margaretport,Nordstrom,Retail,42,58.81,2470.02,990.48,40.1
1241,2024-01-21,ADS7786,Ultraboost,Running,Women,Southwest,Illinois,North Bryan,Nordstrom,Online,26,48.79,1268.54,551.81,43.5
1242,2025-05-20,ADS3911,Copa,Football,Men,Midwest,Pennsylvania,Powellside,Macys,Retail,29,103.02,2987.58,1365.32,45.7
1243,2024-12-20,ADS7869,NMD,Lifestyle,Women,West,Arizona,Jeanfurt,Adidas.com,Outlet,21,149.35,3136.35,1229.45,39.2
1244,2024-05-13,ADS2687,Forum,Lifestyle,Men,Northeast,Ohio,South Dawn,Champs Sports,Retail,24,210.52,5052.48,3203.27,63.4
1245,2025-01-20,ADS2221,Predator,Football,Men,Midwest,Pennsylvania,East Peterview,Champs Sports,Retail,35,204.28,7149.8,4354.23,60.9
1246,2024-11-26,ADS1987,Cloudfoam,Casual,Unisex,Southwest,Michigan,Robertbury,Adidas.com,Outlet,3,141.31,423.93,231.04,54.5
1247,2024-05-16,ADS4659,NMD,Lifestyle,Men,Midwest,Georgia,South Brandyport,Nordstrom,Outlet,14,143.36,2007.04,1300.56,64.8
1248,2024-10-30,ADS8017,Supernova,Running,Men,Northeast,Florida,West Kimberly,Macys,Outlet,32,73.16,2341.12,1044.14,44.6
1249,2025-04-05,ADS4384,Terrex,Outdoor,Men,West,Arizona,Williamsfurt,Dicks Sporting Goods,Online,45,116.02,5220.9,2203.22,42.2
1250,2024-07-28,ADS6259,Copa,Football,Men,Southwest,California,Griffinville,Nordstrom,Online,24,169.09,4058.16,1590.8,39.2
1251,2025-01-10,ADS9691,Adicross,Golf,Men,Southeast,Georgia,New Jamesport,Finish Line,Outlet,22,220.67,4854.74,2752.64,56.7
1252,2024-03-26,ADS5412,Ultraboost,Running,Men,Southeast,Pennsylvania,Stonemouth,Foot Locker,Retail,13,212.14,2757.82,1629.87,59.1
1253,2024-02-29,ADS3632,Forum,Lifestyle,Men,West,Georgia,New Benjaminville,Eastbay,Outlet,48,177.99,8543.52,4716.02,55.2
1254,2024-09-07,ADS4532,X Speedportal,Football,Men,Southwest,California,West Derek,Finish Line,Outlet,47,138.5,6509.5,3853.62,59.2
1255,2024-02-08,ADS8272,Terrex,Outdoor,Men,Southeast,Georgia,Ramoshaven,Foot Locker,Outlet,18,175.06,3151.08,1547.18,49.1
1256,2024-12-19,ADS5596,NMD,Lifestyle,Men,Northeast,New York,West Emilyport,Finish Line,Online,40,232.37,9294.8,3690.04,39.7
1257,2024-03-10,ADS7418,NMD,Lifestyle,Women,Southeast,Ohio,North Heatherport,Finish Line,Outlet,1,197.04,197.04,120.19,61.0
1258,2024-02-06,ADS6906,X Speedportal,Football,Men,Midwest,Ohio,New Rodneymouth,Nordstrom,Retail,7,221.52,1550.64,966.05,62.3
1259,2024-10-18,ADS9827,Adizero,Running,Men,West,Florida,Cameronbury,Foot Locker,Retail,40,216.31,8652.4,3452.31,39.9
1260,2024-07-24,ADS4680,Ultraboost,Running,Men,Northeast,Florida,West Raymond,Dicks Sporting Goods,Outlet,15,46.0,690.0,313.26,45.4
1261,2024-01-21,ADS5960,Stan Smith,Lifestyle,Unisex,West,California,Pedroview,Macys,Retail,13,127.68,1659.84,743.61,44.8
1262,2024-05-31,ADS9253,Training,Training,Unisex,West,Georgia,Lake Michealland,Dicks Sporting Goods,Online,7,112.46,787.22,376.29,47.8
1263,2024-05-22,ADS1977,NMD,Lifestyle,Men,West,Georgia,South Robintown,Dicks Sporting Goods,Outlet,48,66.77,3204.96,1884.52,58.8
1264,2024-03-17,ADS4445,Cloudfoam,Casual,Unisex,Midwest,Pennsylvania,East Sandra,Champs Sports,Online,21,230.05,4831.05,2251.27,46.6
1265,2025-06-26,ADS1332,NMD,Lifestyle,Women,West,New York,Singhton,Nordstrom,Outlet,35,212.16,7425.6,2985.09,40.2
1266,2024-11-10,ADS5742,Ultraboost,Running,Women,Southwest,Pennsylvania,Cookburgh,Finish Line,Retail,39,73.08,2850.12,1673.02,58.7
1267,2024-10-29,ADS5808,NMD,Lifestyle,Men,Southwest,California,South Mary,Foot Locker,Retail,13,51.78,673.14,284.74,42.3
1268,2025-01-10,ADS1233,Superstar,Lifestyle,Unisex,Southeast,Florida,South Ericfort,Champs Sports,Retail,10,195.01,1950.1,982.85,50.4
1269,2024-02-29,ADS9185,Supernova,Running,Men,Midwest,Arizona,Jonesview,Foot Locker,Outlet,19,145.85,2771.15,1621.12,58.5
1270,2024-06-23,ADS4646,Adizero,Running,Men,Northeast,Florida,Robinsonport,Foot Locker,Online,16,128.12,2049.92,873.27,42.6
1271,2024-08-18,ADS8070,Forum,Lifestyle,Men,Southeast,New York,Ronaldmouth,Macys,Retail,16,118.46,1895.36,1101.2,58.1
1272,2025-04-25,ADS9739,Adicross,Golf,Men,Midwest,Pennsylvania,Hughesmouth,Champs Sports,Online,19,100.8,1915.2,1101.24,57.5
1273,2024-10-26,ADS2705,Superstar,Lifestyle,Unisex,Northeast,Michigan,Lake James,Macys,Outlet,23,227.44,5231.12,1951.21,37.3
1274,2024-12-08,ADS7792,Cloudfoam,Casual,Unisex,Northeast,California,Austinbury,Dicks Sporting Goods,Retail,25,52.16,1304.0,741.98,56.9
1275,2024-06-29,ADS2702,Ultraboost,Running,Men,Southwest,Illinois,Curtisborough,Nordstrom,Online,38,98.68,3749.84,1331.19,35.5
1276,2024-09-16,ADS7221,NMD,Lifestyle,Women,Southeast,Illinois,Ericport,Macys,Online,40,213.3,8532.0,3259.22,38.2
1277,2024-07-13,ADS9918,Ultraboost,Running,Men,Midwest,Ohio,Whitneyland,Eastbay,Online,41,124.53,5105.73,2537.55,49.7
1278,2025-05-18,ADS3911,Stan Smith,Lifestyle,Unisex,Midwest,New York,Cisnerosborough,Finish Line,Outlet,28,230.47,6453.16,2936.19,45.5
1279,2024-08-24,ADS1229,NMD,Lifestyle,Men,Southwest,Texas,South Marisa,Foot Locker,Outlet,48,109.51,5256.48,2239.26,42.6
1280,2024-10-31,ADS9451,Ultraboost,Running,Men,Midwest,California,East Benjaminton,Dicks Sporting Goods,Online,49,182.71,8952.79,3590.07,40.1
1281,2024-04-28,ADS1498,Ultraboost,Running,Men,Southwest,Georgia,West Rebeccastad,Eastbay,Online,41,247.95,10165.95,6394.38,62.9
1282,2024-08-02,ADS4263,X Speedportal,Football,Men,Northeast,Pennsylvania,Darryltown,Foot Locker,Retail,15,151.29,2269.35,1427.42,62.9
1283,2024-10-08,ADS2081,Ultraboost,Running,Women,Southeast,Arizona,Lake Gina,Dicks Sporting Goods,Retail,21,158.61,3330.81,1522.18,45.7
1284,2025-05-21,ADS9992,Superstar,Lifestyle,Unisex,Northeast,Ohio,Gonzalezview,Dicks Sporting Goods,Online,12,68.67,824.04,413.67,50.2
1285,2024-07-24,ADS2813,NMD,Lifestyle,Women,Southwest,Georgia,North Codyfort,Adidas.com,Online,44,161.1,7088.4,3232.31,45.6
1286,2025-06-12,ADS1745,Superstar,Lifestyle,Unisex,Midwest,California,Smithshire,Eastbay,Outlet,28,124.67,3490.76,1396.3,40.0
1287,2025-03-29,ADS2038,Predator,Football,Men,Southeast,Arizona,Ramireztown,Macys,Online,9,247.17,2224.53,965.45,43.4
1288,2025-05-09,ADS6986,Supernova,Running,Men,Northeast,New York,Lake Teresamouth,Eastbay,Retail,45,88.12,3965.4,2280.11,57.5
1289,2025-06-19,ADS9287,Training,Training,Unisex,Midwest,Illinois,Lauriemouth,Adidas.com,Outlet,16,210.03,3360.48,1740.73,51.8
1290,2024-09-03,ADS4448,Predator,Football,Men,West,Arizona,Antoniotown,Macys,Online,26,138.59,3603.34,1643.12,45.6
1291,2024-03-31,ADS1430,Terrex,Outdoor,Men,West,Georgia,New Nicoleton,Macys,Online,2,193.54,387.08,157.54,40.7
1292,2024-07-18,ADS3097,Copa,Football,Men,West,California,North Geoffrey,Nordstrom,Online,42,154.67,6496.14,2754.36,42.4
1293,2025-04-26,ADS9374,Adicross,Golf,Men,Southwest,Texas,Lamberttown,Nordstrom,Outlet,49,244.54,11982.46,7177.49,59.9
1294,2024-01-31,ADS4463,Ultraboost,Running,Men,Southwest,Pennsylvania,North Lindsay,Dicks Sporting Goods,Online,8,214.8,1718.4,888.41,51.7
1295,2024-05-28,ADS5213,Supernova,Running,Men,Southwest,Arizona,East Amandaberg,Finish Line,Outlet,31,167.07,5179.17,2206.33,42.6
1296,2024-11-04,ADS5119,Forum,Lifestyle,Men,Northeast,California,North Krystaltown,Finish Line,Outlet,31,183.74,5695.94,2204.33,38.7
1297,2024-01-04,ADS9259,X Speedportal,Football,Men,Midwest,Michigan,South Brianview,Champs Sports,Retail,34,111.66,3796.44,2103.23,55.4
1298,2024-04-21,ADS5556,Forum,Lifestyle,Women,West,Georgia,Perezville,Champs Sports,Retail,31,197.18,6112.58,2677.31,43.8
1299,2024-09-17,ADS1951,Ultraboost,Running,Men,Midwest,Pennsylvania,Michaelchester,Macys,Online,15,130.13,1951.95,913.51,46.8
1300,2024-06-17,ADS4161,Stan Smith,Lifestyle,Unisex,Southwest,Michigan,Baldwinland,Finish Line,Outlet,7,36.44,255.08,130.86,51.3
1301,2025-06-21,ADS5620,Stan Smith,Lifestyle,Unisex,Northeast,Illinois,Reesemouth,Finish Line,Outlet,9,111.45,1003.05,588.79,58.7
1302,2024-08-19,ADS3240,Predator,Football,Men,Southwest,Arizona,Port Jasminestad,Nordstrom,Retail,8,201.35,1610.8,758.69,47.1
1303,2024-04-25,ADS7860,Ultraboost,Running,Women,West,Illinois,Andersonmouth,Adidas.com,Online,45,115.3,5188.5,3242.81,62.5
1304,2025-02-28,ADS2138,Forum,Lifestyle,Men,Southwest,Ohio,Kellyberg,Dicks Sporting Goods,Retail,26,126.88,3298.88,1619.75,49.1
1305,2024-07-22,ADS5384,Adizero,Running,Men,Southeast,Arizona,Carterland,Finish Line,Outlet,16,88.43,1414.88,701.78,49.6
1306,2025-04-26,ADS6863,Predator,Football,Men,Southeast,Arizona,East Carla,Nordstrom,Online,40,37.46,1498.4,867.57,57.9
1307,2024-03-30,ADS6664,Training,Training,Unisex,Southeast,New York,South Elijahmouth,Eastbay,Online,42,43.98,1847.16,943.9,51.1
1308,2024-09-04,ADS5160,Copa,Football,Men,West,Arizona,Cookehaven,Eastbay,Outlet,2,186.54,373.08,141.02,37.8
1309,2024-09-25,ADS9019,Copa,Football,Men,Southeast,Pennsylvania,Melindamouth,Eastbay,Online,22,132.89,2923.58,1262.99,43.2
1310,2024-11-19,ADS7832,X Speedportal,Football,Men,Southwest,Michigan,West Teresahaven,Foot Locker,Outlet,40,198.58,7943.2,2875.44,36.2
