employee_id,age,gender,marital_status,department,job_role,education,education_field,distance_from_km,business_travel,environment_satisfaction,job_satisfaction,work_life_balance,job_involvement,performance_rating,overtime,num_companies_worked,years_at_company,years_in_current_role,years_since_last_promotion,total_working_years,monthly_income,salary_slab,attrition,attrition_label,over_time_bin
1157,59,Male,Single,Finance,Analyst,High School,Life Sciences,27,Travel Rarely,1,1,3,1,3,No,7,25,1,8,29,112541.19,Very High,No,Staying,Yes
1158,40,Other,Single,R&D,Director,Masters,Human Resources,22,Travel Frequently,1,1,1,4,1,No,3,29,10,7,39,74835.08,Very High,No,Staying,No
1159,27,Other,Single,Human Resources,Manager,PhD,Human Resources,7,Travel Frequently,4,3,2,4,1,No,6,12,12,4,33,70200.78,Low,No,Staying,Yes
1160,53,Female,Divorced,Operations,Junior Associate,Associate,Other,5,Non-Travel,1,2,4,3,1,No,4,23,10,8,21,142517.27,Low,No,Staying,Yes
1161,27,Other,Married,R&D,Associate,High School,Life Sciences,17,Non-Travel,3,2,4,2,3,Yes,6,9,9,4,25,147624.63,Medium,No,Staying,No
1162,46,Other,Single,Operations,VP,Associate,Other,16,Travel Frequently,4,3,1,4,4,Yes,4,15,1,1,33,78249.39,Medium,No,Staying,Yes
1163,28,Male,Divorced,Operations,Junior Associate,High School,Life Sciences,20,Travel Frequently,1,3,3,4,2,Yes,6,28,1,8,4,138454.92,Medium,No,Staying,No
1164,57,Other,Divorced,Marketing,Associate,PhD,Medical,30,Travel Frequently,3,2,1,1,4,Yes,6,5,5,5,14,67260.83,High,No,Staying,No
1165,31,Female,Single,Legal,Analyst,Associate,Other,1,Non-Travel,1,4,2,3,1,No,4,28,10,0,0,31458.22,Very High,No,Staying,Yes
1166,52,Male,Married,R&D,Associate,Masters,Life Sciences,48,Travel Rarely,3,4,4,3,4,Yes,0,24,5,7,10,44149.22,Very High,No,Staying,No
1167,24,Male,Single,Sales,Senior Analyst,High School,Technical Degree,54,Travel Frequently,1,2,1,3,3,Yes,5,0,0,0,9,77411.27,Low,No,Staying,Yes
1168,22,Male,Divorced,Technology,Director,Masters,Other,13,Travel Rarely,1,1,3,4,4,No,6,5,5,5,5,30263.83,Medium,No,Staying,No
1169,49,Other,Single,Marketing,Associate,Bachelors,Business Management,77,Travel Rarely,3,3,4,1,4,No,2,28,10,6,15,98858.38,High,No,Staying,No
1170,48,Other,Divorced,Operations,Specialist,Bachelors,Business Management,14,Non-Travel,2,1,2,1,1,Yes,7,20,13,1,11,35957.58,Medium,No,Staying,No
1171,49,Male,Divorced,Operations,Specialist,PhD,Medical,31,Travel Rarely,2,1,4,1,1,No,0,3,3,2,27,32456.68,High,Yes,Leaving,No
1172,55,Male,Married,Operations,VP,Masters,Technical Degree,35,Non-Travel,3,3,4,1,2,No,0,5,5,5,21,95747.83,High,No,Staying,No
1173,28,Other,Divorced,Sales,VP,Masters,Other,44,Travel Rarely,2,2,3,2,3,No,4,23,6,4,24,114387.44,Very High,No,Staying,No
1174,59,Male,Divorced,Technology,Specialist,Associate,Business Management,25,Travel Frequently,4,1,4,4,1,Yes,5,26,9,2,11,130908.8,Medium,No,Staying,Yes
1175,39,Other,Single,Marketing,Director,PhD,Medical,25,Non-Travel,2,3,2,1,4,No,1,7,7,7,16,98499.16,High,No,Staying,No
1176,26,Male,Divorced,Sales,Associate,Bachelors,Business Management,78,Travel Frequently,3,2,1,2,3,No,3,0,0,0,14,125521.5,Very High,No,Staying,No
1177,27,Other,Divorced,Technology,Manager,Masters,Technical Degree,8,Travel Frequently,2,1,1,3,3,Yes,8,30,10,5,39,42171.55,Very High,No,Staying,No
1178,60,Male,Single,Technology,Junior Associate,PhD,Other,57,Travel Rarely,4,1,4,4,3,No,3,22,4,6,9,121397.15,High,No,Staying,No
1179,28,Male,Divorced,Legal,Associate,Masters,Other,63,Travel Rarely,4,1,2,1,1,Yes,8,2,2,2,31,35971.25,Very High,Yes,Leaving,Yes
1180,25,Female,Single,Operations,Director,Masters,Human Resources,18,Non-Travel,2,3,2,2,2,Yes,7,25,7,7,7,69246.07,High,No,Staying,No
1181,53,Female,Married,Operations,Associate,PhD,Life Sciences,55,Travel Rarely,2,1,4,2,2,No,1,4,4,4,18,100357.29,Medium,No,Staying,Yes
1182,31,Other,Married,Finance,Senior Analyst,Masters,Human Resources,33,Non-Travel,1,4,1,2,4,No,5,10,3,1,12,130809.85,Very High,No,Staying,Yes
1183,41,Other,Married,Marketing,Executive,PhD,Marketing,50,Travel Frequently,3,2,3,4,3,No,3,12,5,5,10,32140.05,Medium,No,Staying,No
1184,22,Female,Divorced,Operations,Director,High School,Life Sciences,72,Travel Rarely,4,2,2,1,3,Yes,6,18,8,0,7,129328.22,Low,No,Staying,No
1185,35,Other,Divorced,Legal,Manager,High School,Business Management,60,Travel Rarely,4,4,4,1,2,Yes,3,26,5,1,4,116108.93,Low,No,Staying,No
1186,48,Female,Divorced,Finance,Analyst,Bachelors,Medical,34,Travel Rarely,4,3,1,4,4,Yes,5,12,1,6,0,131512.05,Low,No,Staying,No
1187,52,Female,Divorced,Finance,Junior Associate,Masters,Medical,16,Travel Rarely,4,4,2,2,2,Yes,4,27,10,6,27,108280.97,High,Yes,Leaving,No
1188,22,Other,Divorced,Legal,Executive,Associate,Business Management,39,Non-Travel,2,1,3,1,2,No,5,0,0,0,19,114747.73,Medium,Yes,Leaving,Yes
1189,47,Female,Married,Technology,Analyst,PhD,Technical Degree,47,Non-Travel,1,3,3,1,4,No,6,24,13,6,23,53247.59,Very High,No,Staying,Yes
1190,39,Other,Divorced,Operations,Director,Bachelors,Business Management,73,Travel Frequently,3,2,2,3,3,No,2,17,6,4,14,82093.2,Medium,No,Staying,Yes
1191,25,Male,Divorced,R&D,Senior Analyst,Bachelors,Technical Degree,39,Non-Travel,1,4,2,1,4,Yes,1,18,6,8,14,118844.45,High,No,Staying,No
1192,56,Other,Single,Human Resources,Associate,PhD,Business Management,9,Travel Rarely,3,4,3,2,4,Yes,0,29,15,2,25,113202.47,High,No,Staying,No
1193,35,Male,Single,Operations,Director,High School,Business Management,79,Travel Rarely,4,3,3,2,1,No,6,18,12,4,16,30236.05,Low,No,Staying,No
1194,45,Male,Single,Human Resources,Executive,Masters,Business Management,53,Travel Frequently,1,4,1,1,4,Yes,1,27,3,7,9,124669.93,Low,No,Staying,Yes
1195,42,Female,Married,Marketing,Specialist,PhD,Medical,54,Travel Frequently,4,3,3,4,2,No,8,6,1,1,13,35791.87,Medium,No,Staying,Yes
1196,22,Female,Married,Operations,Lead,Associate,Life Sciences,8,Travel Rarely,1,2,2,2,4,Yes,2,24,4,2,24,143044.7,Very High,No,Staying,No
1197,57,Other,Divorced,Human Resources,Executive,Associate,Life Sciences,17,Travel Frequently,4,1,2,2,2,Yes,5,1,1,1,17,147245.95,Very High,Yes,Leaving,No
1198,54,Male,Married,Legal,Lead,High School,Medical,57,Non-Travel,4,2,4,1,4,No,1,2,2,2,8,142299.06,Low,No,Staying,Yes
1199,50,Female,Married,Legal,VP,Masters,Medical,48,Travel Rarely,2,3,2,2,1,No,2,20,7,6,16,136190.02,Medium,No,Staying,No
1200,30,Other,Divorced,Human Resources,Lead,Masters,Human Resources,70,Non-Travel,3,4,4,3,1,No,5,28,9,3,16,108568.27,High,No,Staying,No
1201,35,Other,Divorced,Legal,Specialist,Masters,Other,32,Travel Frequently,3,3,3,1,2,No,8,8,4,3,21,129472.08,High,No,Staying,No
1202,33,Other,Divorced,Technology,Junior Associate,PhD,Marketing,67,Travel Frequently,3,4,3,3,4,No,7,15,15,8,31,89054.76,Medium,Yes,Leaving,No
1203,40,Other,Divorced,Finance,Senior Analyst,PhD,Other,66,Non-Travel,3,4,3,2,4,No,4,10,4,3,34,149267.83,Low,No,Staying,No
1204,37,Other,Single,Technology,VP,High School,Medical,21,Travel Frequently,1,3,1,4,1,Yes,8,22,2,0,32,140730.96,Low,No,Staying,No
1205,44,Other,Married,Human Resources,Junior Associate,Bachelors,Other,40,Travel Frequently,4,2,1,3,2,Yes,3,26,1,6,8,88026.44,High,No,Staying,Yes
1206,42,Female,Divorced,Human Resources,Manager,Associate,Life Sciences,41,Travel Frequently,3,2,2,2,3,No,7,17,7,1,28,142087.35,Medium,No,Staying,Yes
1207,41,Female,Single,Finance,Associate,High School,Marketing,67,Non-Travel,3,2,2,2,4,Yes,4,30,12,5,27,58698.3,High,No,Staying,No
1208,48,Male,Married,Legal,Associate,Associate,Human Resources,29,Travel Rarely,3,2,2,1,2,No,1,21,3,8,36,128750.36,Medium,No,Staying,No
1209,45,Male,Divorced,Sales,Associate,Masters,Other,18,Non-Travel,4,1,3,1,3,Yes,4,1,1,1,39,70155.36,Very High,No,Staying,Yes
1210,38,Female,Single,R&D,Associate,Associate,Marketing,12,Non-Travel,2,2,1,1,4,Yes,5,7,5,7,23,39702.85,Very High,No,Staying,No
1211,55,Other,Married,Technology,Specialist,PhD,Medical,6,Travel Rarely,2,3,2,4,2,No,3,25,12,3,5,80774.72,Very High,No,Staying,No
1212,31,Male,Married,Legal,Specialist,Bachelors,Marketing,16,Travel Rarely,1,2,3,3,3,No,8,29,10,2,32,130378.84,Low,Yes,Leaving,Yes
1213,54,Female,Single,Legal,Senior Analyst,High School,Marketing,9,Non-Travel,4,2,2,3,4,Yes,8,30,2,8,29,74210.36,Very High,No,Staying,No
1214,31,Female,Married,Operations,Junior Associate,High School,Human Resources,47,Travel Frequently,2,1,1,3,3,Yes,7,22,7,8,11,90979.5,Low,No,Staying,No
1215,30,Female,Married,Finance,Analyst,Bachelors,Business Management,67,Non-Travel,4,4,4,4,2,No,5,22,12,7,27,148743.17,Very High,Yes,Leaving,Yes
1216,22,Male,Married,Operations,Analyst,High School,Business Management,57,Travel Frequently,1,4,1,3,4,No,5,15,7,7,19,40305.19,Low,No,Staying,Yes
1217,44,Other,Single,Human Resources,Lead,PhD,Human Resources,55,Travel Frequently,2,1,3,2,1,Yes,6,5,5,5,40,63137.57,High,Yes,Leaving,No
1218,34,Female,Divorced,Human Resources,Senior Analyst,Masters,Life Sciences,4,Travel Rarely,3,1,1,2,1,No,5,6,6,2,4,119929.16,High,No,Staying,Yes
1219,42,Other,Divorced,Operations,Senior Analyst,High School,Life Sciences,9,Travel Rarely,1,1,4,4,1,No,5,3,3,3,27,110246.17,Medium,No,Staying,No
1220,50,Other,Single,Marketing,Analyst,Bachelors,Other,53,Travel Rarely,2,1,1,4,2,Yes,4,3,3,3,16,109151.41,Low,No,Staying,No
1221,49,Male,Divorced,Technology,Junior Associate,Associate,Business Management,33,Travel Rarely,3,2,3,4,2,Yes,3,26,1,2,22,55387.12,Very High,No,Staying,Yes
1222,48,Female,Divorced,R&D,Senior Analyst,Bachelors,Life Sciences,35,Travel Frequently,4,1,3,3,1,Yes,8,26,1,5,10,115964.23,Very High,No,Staying,Yes
1223,51,Female,Married,Marketing,Executive,High School,Technical Degree,2,Travel Rarely,3,4,4,1,3,Yes,3,29,4,1,1,49886.25,Medium,No,Staying,No
1224,57,Male,Divorced,Marketing,Manager,PhD,Medical,78,Travel Frequently,1,3,1,3,4,Yes,5,19,5,5,23,42986.28,Medium,No,Staying,Yes
1225,47,Male,Divorced,Legal,VP,Masters,Medical,72,Non-Travel,2,4,4,2,4,Yes,0,8,8,6,26,127121.24,Low,No,Staying,No
1226,44,Female,Single,Sales,Specialist,Bachelors,Marketing,9,Travel Frequently,1,1,4,3,2,No,2,8,8,2,34,79813.69,High,No,Staying,Yes
1227,24,Male,Divorced,Technology,VP,Bachelors,Medical,13,Travel Rarely,2,2,4,1,2,Yes,8,20,8,3,13,82389.56,High,No,Staying,Yes
1228,29,Other,Divorced,Marketing,Executive,Bachelors,Life Sciences,76,Travel Frequently,3,4,3,2,4,Yes,1,19,13,1,30,39288.36,High,No,Staying,Yes
1229,58,Male,Single,Legal,Lead,PhD,Marketing,54,Non-Travel,1,2,2,4,2,Yes,0,19,13,7,23,100804.95,High,No,Staying,No
1230,57,Female,Married,Human Resources,Senior Analyst,High School,Medical,37,Travel Rarely,2,2,3,4,1,No,2,18,14,7,29,137075.8,Very High,No,Staying,No
1231,47,Female,Single,Finance,Manager,Bachelors,Human Resources,28,Travel Frequently,2,2,3,2,1,Yes,5,14,14,7,28,59593.02,High,No,Staying,Yes
1232,55,Female,Divorced,R&D,Specialist,PhD,Business Management,39,Non-Travel,4,4,4,1,4,No,4,11,11,2,39,130102.38,High,No,Staying,No
1233,56,Other,Single,R&D,Senior Analyst,Associate,Medical,1,Non-Travel,2,1,4,2,3,No,6,17,1,1,17,68898.24,Very High,No,Staying,No
1234,53,Female,Single,Finance,VP,Masters,Technical Degree,14,Travel Frequently,1,2,4,1,4,Yes,5,3,3,3,11,31177.62,High,No,Staying,No
1235,36,Other,Divorced,Finance,Associate,PhD,Human Resources,47,Travel Frequently,3,2,4,2,2,Yes,8,7,7,0,21,60630.67,Very High,No,Staying,No
1236,22,Male,Married,Legal,Lead,Associate,Technical Degree,2,Non-Travel,3,3,1,4,3,No,6,6,6,1,17,99456.71,Low,No,Staying,No
1237,25,Male,Single,R&D,Director,Associate,Medical,45,Travel Frequently,1,4,4,2,1,Yes,8,24,8,3,5,47109.24,Low,No,Staying,No
1238,31,Other,Married,R&D,Specialist,Associate,Technical Degree,15,Non-Travel,3,4,4,1,2,Yes,7,5,2,2,40,136199.44,Medium,Yes,Leaving,No
1239,25,Female,Divorced,Marketing,Manager,Bachelors,Life Sciences,77,Travel Frequently,1,4,3,1,1,Yes,1,16,0,8,11,108422.46,High,No,Staying,No
1240,38,Female,Married,Sales,VP,PhD,Business Management,37,Travel Frequently,3,3,4,4,3,Yes,1,21,10,4,29,69347.97,Very High,No,Staying,Yes
1241,59,Male,Married,Sales,VP,PhD,Medical,1,Travel Rarely,1,1,4,1,1,No,2,9,9,7,1,140207.12,High,No,Staying,No
1242,37,Other,Divorced,Finance,Manager,PhD,Business Management,71,Travel Frequently,3,2,3,2,4,No,4,25,11,4,38,82053.36,Very High,No,Staying,No
1243,41,Male,Married,Legal,Director,PhD,Life Sciences,10,Travel Frequently,2,2,1,4,4,No,8,3,3,3,38,146521.58,Low,No,Staying,No
1244,36,Female,Single,Finance,Specialist,Bachelors,Business Management,69,Travel Frequently,4,2,1,3,4,Yes,2,21,0,0,27,122524.24,High,No,Staying,No
1245,43,Male,Divorced,Technology,Executive,High School,Technical Degree,45,Travel Frequently,2,2,2,1,2,Yes,5,12,12,5,4,70986.33,Very High,No,Staying,Yes
1246,45,Other,Single,Legal,Analyst,PhD,Business Management,44,Travel Rarely,3,3,4,1,4,Yes,4,21,6,7,20,148546.35,Medium,No,Staying,No
1247,22,Female,Married,Technology,Manager,PhD,Medical,76,Non-Travel,2,2,4,2,4,No,3,18,2,0,15,110210.34,High,Yes,Leaving,No
1248,60,Other,Divorced,Sales,Junior Associate,Bachelors,Human Resources,60,Travel Frequently,1,1,2,3,3,Yes,1,6,6,5,14,90950.38,High,No,Staying,Yes
1249,55,Male,Single,Operations,VP,High School,Other,55,Travel Frequently,4,2,3,4,1,No,3,10,5,0,36,133331.34,Low,No,Staying,Yes
1250,25,Female,Single,Finance,Lead,PhD,Other,18,Travel Rarely,4,1,2,2,4,Yes,5,5,5,5,7,112156.16,Low,Yes,Leaving,Yes
1251,44,Female,Single,R&D,Specialist,PhD,Marketing,73,Non-Travel,3,2,1,4,3,No,5,11,10,6,27,64426.09,Medium,No,Staying,No
1252,31,Other,Married,Finance,Manager,High School,Other,10,Non-Travel,2,2,4,4,4,Yes,5,3,3,3,21,128070.8,High,No,Staying,No
1253,58,Other,Divorced,Legal,Analyst,PhD,Business Management,2,Travel Rarely,3,3,4,2,1,Yes,5,21,13,2,21,143769.52,Very High,Yes,Leaving,Yes
1254,37,Other,Married,Legal,Associate,High School,Marketing,1,Travel Frequently,4,1,4,3,3,No,5,21,7,7,24,88826.89,High,No,Staying,No
1255,42,Other,Divorced,Operations,Associate,Masters,Marketing,14,Travel Frequently,2,4,3,1,4,Yes,8,4,4,3,29,78989.49,Medium,No,Staying,No
1256,32,Other,Married,Operations,Senior Analyst,Masters,Human Resources,54,Non-Travel,2,2,3,1,2,Yes,3,14,3,7,38,117845.26,Very High,No,Staying,No
1257,40,Male,Single,Human Resources,Junior Associate,High School,Other,57,Non-Travel,3,2,3,4,1,No,6,15,9,5,9,137987.52,Very High,No,Staying,Yes
1258,35,Female,Married,Legal,Specialist,High School,Life Sciences,56,Travel Rarely,1,1,2,2,1,Yes,0,8,8,8,3,132164.73,Very High,No,Staying,No
1259,51,Female,Divorced,Human Resources,Specialist,PhD,Other,59,Non-Travel,2,1,2,1,4,No,6,11,10,1,15,129963.6,High,No,Staying,No
1260,43,Female,Divorced,Operations,Junior Associate,Masters,Business Management,74,Non-Travel,1,1,4,3,1,Yes,7,12,10,4,25,86340.47,Medium,No,Staying,Yes
1261,34,Male,Single,Human Resources,Lead,Bachelors,Life Sciences,35,Non-Travel,3,3,1,2,2,No,8,21,14,4,30,148022.7,Medium,No,Staying,Yes
1262,59,Other,Divorced,Sales,Executive,Masters,Human Resources,12,Travel Frequently,3,3,3,3,3,No,7,17,13,8,22,125600.99,High,No,Staying,Yes
1263,31,Female,Single,R&D,Specialist,Bachelors,Business Management,58,Travel Frequently,3,3,3,3,1,No,2,17,0,0,1,38294.59,High,No,Staying,Yes
1264,54,Female,Married,Technology,Manager,PhD,Business Management,36,Travel Rarely,4,4,4,4,2,Yes,4,26,12,6,38,31387.0,Medium,No,Staying,No
1265,41,Female,Divorced,Finance,Junior Associate,Masters,Other,57,Travel Rarely,2,1,4,4,1,No,4,24,4,1,40,94247.23,High,No,Staying,No
1266,35,Male,Divorced,Human Resources,Director,Bachelors,Life Sciences,29,Travel Frequently,1,4,4,3,4,Yes,3,22,0,6,0,47068.68,Very High,No,Staying,No
1267,55,Other,Single,Marketing,Specialist,Associate,Business Management,20,Travel Rarely,3,2,4,4,3,No,8,14,1,7,5,31243.41,High,No,Staying,Yes
1268,30,Male,Divorced,Legal,Senior Analyst,Bachelors,Marketing,78,Travel Frequently,2,2,4,2,1,Yes,0,10,10,1,11,75377.94,Very High,No,Staying,Yes
1269,42,Female,Married,R&D,Executive,Masters,Marketing,31,Travel Rarely,1,3,1,2,3,Yes,7,15,3,2,3,32384.03,Low,No,Staying,No
1270,30,Female,Married,Sales,Senior Analyst,Associate,Business Management,56,Non-Travel,3,4,4,3,2,Yes,2,2,2,2,18,30067.56,Very High,No,Staying,No
1271,24,Male,Married,Sales,VP,Associate,Business Management,34,Travel Frequently,4,4,1,1,4,No,0,10,8,0,32,39849.55,Low,Yes,Leaving,No
1272,52,Male,Married,Finance,Director,Associate,Life Sciences,62,Travel Frequently,2,4,3,3,3,Yes,5,1,1,1,3,68325.3,Very High,No,Staying,Yes
1273,38,Female,Divorced,R&D,Associate,High School,Other,2,Travel Rarely,4,2,1,3,1,Yes,7,17,6,1,25,101736.5,High,No,Staying,No
1274,35,Other,Single,Legal,Lead,PhD,Technical Degree,20,Travel Rarely,1,3,3,4,4,No,0,21,4,3,15,112369.88,Low,Yes,Leaving,No
1275,60,Male,Married,Sales,Specialist,PhD,Other,26,Non-Travel,1,3,3,1,2,No,2,0,0,0,31,143425.77,Medium,No,Staying,No
1276,35,Male,Divorced,Operations,VP,High School,Life Sciences,79,Travel Frequently,3,4,3,2,1,No,6,15,3,5,15,137772.57,Medium,No,Staying,No
1277,46,Female,Married,Legal,Analyst,Associate,Business Management,5,Travel Frequently,1,3,2,2,1,Yes,3,30,0,4,3,89151.19,Very High,No,Staying,Yes
1278,34,Male,Single,Technology,Associate,PhD,Other,48,Travel Frequently,3,3,3,2,1,Yes,8,11,11,5,1,89830.02,Low,Yes,Leaving,Yes
1279,28,Other,Divorced,Marketing,Specialist,Associate,Life Sciences,77,Travel Frequently,3,4,4,4,1,No,3,10,6,4,15,66023.17,High,No,Staying,No
1280,37,Male,Divorced,Finance,Analyst,PhD,Life Sciences,59,Non-Travel,4,2,3,2,1,Yes,3,6,5,0,28,47770.26,Medium,No,Staying,Yes
1281,34,Other,Single,Sales,Associate,Masters,Life Sciences,32,Travel Rarely,3,1,1,3,2,Yes,5,23,0,4,37,79522.06,High,No,Staying,Yes
1282,33,Other,Divorced,Marketing,Executive,Associate,Business Management,29,Travel Rarely,1,1,2,4,4,Yes,1,25,1,0,40,110530.45,Low,No,Staying,No
1283,51,Female,Married,Human Resources,Manager,Masters,Life Sciences,2,Non-Travel,3,1,4,3,2,Yes,4,21,0,0,21,115911.55,Low,No,Staying,No
1284,57,Male,Married,R&D,Specialist,Masters,Marketing,69,Travel Frequently,2,2,3,1,4,Yes,3,19,5,0,39,119085.56,Very High,No,Staying,No
1285,29,Female,Divorced,R&D,VP,Masters,Human Resources,45,Travel Frequently,2,3,4,1,4,Yes,3,11,2,8,12,127554.98,Medium,No,Staying,No
1286,59,Female,Married,Operations,Associate,Bachelors,Life Sciences,6,Travel Rarely,2,2,4,3,1,Yes,0,2,2,1,37,140281.57,Low,Yes,Leaving,No
1287,32,Female,Married,Legal,Specialist,PhD,Technical Degree,13,Travel Rarely,3,3,3,2,2,No,7,7,3,3,35,47004.51,Low,No,Staying,Yes
1288,29,Female,Single,Technology,VP,PhD,Medical,35,Travel Frequently,2,1,3,3,3,No,6,25,7,3,34,140679.03,Low,Yes,Leaving,Yes
1289,44,Other,Divorced,R&D,Lead,Associate,Marketing,31,Travel Frequently,4,4,2,4,2,Yes,7,27,7,6,26,134596.46,Medium,No,Staying,No
1290,59,Other,Divorced,Marketing,Manager,Bachelors,Technical Degree,23,Travel Frequently,3,2,4,1,1,Yes,4,16,5,3,18,46594.19,Low,No,Staying,Yes
1291,53,Other,Single,R&D,Senior Analyst,Associate,Human Resources,70,Travel Rarely,3,3,2,3,4,No,5,8,4,2,27,44996.57,High,No,Staying,Yes
1292,58,Female,Divorced,Operations,Associate,Masters,Technical Degree,40,Travel Frequently,4,3,2,1,4,Yes,6,2,2,2,30,115612.36,High,No,Staying,Yes
1293,53,Other,Single,Legal,Junior Associate,Bachelors,Life Sciences,79,Travel Frequently,2,1,4,1,3,No,4,28,5,3,7,147606.33,Medium,Yes,Leaving,Yes
1294,31,Male,Divorced,Legal,Senior Analyst,High School,Business Management,26,Travel Frequently,1,4,4,3,1,Yes,2,10,2,7,35,95426.07,High,No,Staying,Yes
1295,45,Male,Single,Human Resources,Senior Analyst,PhD,Marketing,71,Travel Frequently,3,4,2,3,1,No,1,1,1,0,20,92619.2,High,No,Staying,No
1296,58,Female,Divorced,Sales,VP,Masters,Technical Degree,19,Travel Rarely,3,1,4,3,3,Yes,0,26,5,1,13,54864.03,High,No,Staying,Yes
1297,36,Female,Divorced,R&D,Analyst,Bachelors,Other,6,Travel Rarely,2,1,4,4,2,Yes,6,16,6,3,33,34426.72,Very High,No,Staying,Yes
1298,23,Other,Married,R&D,Senior Analyst,Associate,Human Resources,68,Travel Rarely,2,3,2,2,2,Yes,0,7,4,5,23,83580.76,Very High,No,Staying,No
1299,54,Other,Married,Sales,Senior Analyst,Associate,Life Sciences,28,Travel Rarely,3,3,2,3,3,Yes,7,15,11,4,33,107526.05,Very High,No,Staying,Yes
1300,57,Other,Single,Technology,Specialist,Bachelors,Life Sciences,69,Travel Frequently,2,2,2,3,3,Yes,6,23,14,0,14,66673.4,Low,No,Staying,Yes
1301,52,Other,Married,R&D,Director,Bachelors,Other,30,Non-Travel,2,4,2,1,1,No,2,0,0,0,8,89698.85,Low,Yes,Leaving,No
1302,53,Female,Divorced,Marketing,Executive,High School,Other,60,Non-Travel,1,1,2,4,4,No,2,12,2,2,7,48659.58,High,No,Staying,Yes
1303,24,Female,Married,Legal,Director,Bachelors,Technical Degree,38,Travel Rarely,1,1,2,3,4,Yes,3,3,3,3,39,34029.42,Low,Yes,Leaving,Yes
1304,53,Female,Divorced,R&D,Manager,Bachelors,Other,11,Travel Frequently,2,4,4,2,2,No,4,29,10,2,34,93363.65,High,No,Staying,No
1305,41,Other,Single,Legal,Director,High School,Human Resources,20,Non-Travel,3,3,3,2,4,No,0,16,4,3,26,54604.62,Low,No,Staying,No
1306,26,Female,Single,R&D,VP,PhD,Human Resources,74,Non-Travel,1,1,2,3,4,Yes,0,0,0,0,10,100796.68,Low,No,Staying,No
1307,42,Other,Single,Finance,Director,Bachelors,Life Sciences,27,Non-Travel,1,3,1,3,2,No,1,9,3,1,29,59315.46,Low,Yes,Leaving,No
1308,46,Other,Married,Operations,Lead,Bachelors,Life Sciences,41,Travel Frequently,1,1,3,2,3,Yes,2,13,13,5,38,32006.48,High,No,Staying,Yes
1309,26,Male,Married,Technology,Associate,PhD,Business Management,58,Travel Rarely,3,2,3,1,3,Yes,6,22,11,1,18,54839.14,High,No,Staying,No
1310,37,Other,Divorced,Technology,Executive,High School,Marketing,57,Travel Rarely,1,1,4,4,2,No,8,15,0,3,39,144711.95,Low,No,Staying,No
1311,46,Female,Married,Finance,Director,Masters,Life Sciences,67,Travel Rarely,1,3,3,3,1,No,7,9,7,1,10,109902.47,Low,No,Staying,No
1312,53,Female,Single,Technology,Specialist,Masters,Business Management,31,Travel Frequently,1,4,4,2,1,No,4,22,6,5,12,122078.12,Medium,No,Staying,No
1313,52,Female,Single,Operations,Analyst,High School,Medical,31,Travel Rarely,4,2,2,1,2,Yes,7,7,3,1,9,146851.12,Very High,No,Staying,No
1314,53,Male,Married,Finance,Associate,High School,Marketing,21,Non-Travel,4,1,2,1,4,No,5,9,9,1,8,83664.9,Medium,No,Staying,No
1315,31,Male,Divorced,Technology,Senior Analyst,Associate,Marketing,4,Travel Rarely,3,2,4,1,3,No,5,15,3,6,24,56278.41,Medium,No,Staying,Yes
1316,37,Female,Divorced,Sales,Lead,Associate,Other,42,Non-Travel,1,4,4,1,3,Yes,1,10,2,0,20,42825.72,High,No,Staying,No
1317,37,Female,Divorced,Human Resources,Manager,Associate,Business Management,27,Non-Travel,1,4,4,3,3,No,1,24,4,0,18,149974.9,Very High,No,Staying,No
1318,51,Female,Married,Sales,VP,PhD,Human Resources,70,Travel Frequently,1,4,1,1,2,Yes,8,2,2,2,37,90976.47,Medium,No,Staying,No
1319,54,Male,Divorced,Sales,Senior Analyst,Bachelors,Technical Degree,62,Travel Rarely,2,3,2,4,3,Yes,4,19,13,5,31,114793.35,High,No,Staying,No
1320,47,Other,Divorced,R&D,Director,Bachelors,Life Sciences,21,Travel Frequently,2,3,2,2,3,Yes,7,13,13,5,19,113448.98,Medium,No,Staying,No
1321,42,Female,Single,Human Resources,VP,Masters,Business Management,34,Non-Travel,1,2,1,2,3,No,5,26,11,2,35,47175.39,High,No,Staying,No
1322,56,Other,Single,Marketing,Director,PhD,Medical,27,Travel Frequently,3,4,1,3,2,Yes,6,18,4,3,24,100633.6,Very High,No,Staying,No
1323,46,Female,Married,Finance,VP,PhD,Business Management,15,Travel Rarely,2,1,3,4,1,Yes,8,15,13,7,9,106918.06,Very High,Yes,Leaving,No
1324,40,Female,Divorced,Finance,Junior Associate,Associate,Marketing,68,Non-Travel,2,4,1,3,2,No,2,26,9,0,32,43024.43,Low,Yes,Leaving,No
1325,32,Male,Married,Legal,Associate,High School,Life Sciences,41,Travel Frequently,3,3,1,2,3,No,4,1,1,1,5,103164.92,High,No,Staying,No
1326,33,Other,Married,Technology,VP,Bachelors,Other,61,Travel Rarely,2,4,4,3,1,No,7,26,7,6,4,47760.29,Medium,No,Staying,No
1327,41,Other,Divorced,Finance,Analyst,Masters,Business Management,25,Travel Frequently,3,4,2,4,4,Yes,1,29,5,1,3,116591.15,Very High,No,Staying,Yes
1328,37,Male,Single,Human Resources,Manager,Bachelors,Medical,34,Non-Travel,1,2,2,4,2,No,4,8,8,4,6,108144.86,Very High,No,Staying,No
