order_id,customer_id,order_datetime,zone,category,product_name,sku,order_qty,unit_price,total_amount,delivery_fee,discount,payment_method,estimated_delivery_min,actual_delivery_min,delivery_status,order_source,store_name
1123,CUST1123,2025-01-04 14:36:56,Zone-A,Beverages,Difficult,SKU01123,7,257.84,1804.88,22.87,0.16,Net Banking,22,37,Delivered,WhatsApp,Blinkit Store #3
1124,CUST1124,2025-01-12 13:35:54,Zone-E,Personal Care,Growth,SKU01124,14,102.54,1435.56,45.29,0.25,Net Banking,29,31,Delivered,Web,Blinkit Store #4
1125,CUST1125,2025-02-18 13:23:07,Zone-B,Household,Eye,SKU01125,10,220.73,2207.3,7.92,0.14,COD,12,18,Delivered,WhatsApp,Blinkit Store #6
1126,CUST1126,2025-01-05 14:39:58,Zone-A,Snacks,Different,SKU01126,2,69.76,139.52,42.68,0.11,UPI,5,5,Delivered,Web,Blinkit Store #5
1127,CUST1127,2025-01-10 20:16:57,Zone-E,Snacks,True,SKU01127,15,43.94,659.1,36.17,0.0,Debit Card,30,29,Delivered,App,Blinkit Store #4
1128,CUST1128,2025-04-29 23:44:00,Zone-B,Household,Report,SKU01128,3,98.2,294.6,17.25,0.06,Debit Card,22,23,Delivered,App,Blinkit Store #2
1129,CUST1129,2025-01-13 12:58:26,Zone-D,Pet Supplies,Tonight,SKU01129,15,186.78,2801.7,19.91,0.09,UPI,25,44,Delayed,Web,Blinkit Store #2
1130,CUST1130,2025-06-04 17:43:41,Zone-C,Snacks,Adult,SKU01130,12,91.03,1092.36,42.43,0.12,Credit Card,21,31,Cancelled,WhatsApp,Blinkit Store #4
1131,CUST1131,2025-05-17 18:33:06,Zone-E,Dairy,Understand,SKU01131,15,44.83,672.45,16.85,0.22,Credit Card,23,37,Cancelled,WhatsApp,Blinkit Store #6
1132,CUST1132,2025-02-22 21:09:14,Zone-A,Snacks,Per,SKU01132,9,691.34,6222.06,18.19,0.2,COD,5,21,Delivered,Web,Blinkit Store #4
1133,CUST1133,2025-02-23 11:52:35,Zone-B,Dairy,Good,SKU01133,9,488.78,4399.02,9.32,0.22,Debit Card,26,26,Delivered,Web,Blinkit Store #2
1134,CUST1134,2025-06-01 22:18:50,Zone-D,Dairy,Police,SKU01134,2,388.35,776.7,12.88,0.02,UPI,11,20,Delivered,App,Blinkit Store #2
1135,CUST1135,2025-02-28 04:11:53,Zone-D,Personal Care,Million,SKU01135,4,138.57,554.28,1.3,0.09,Debit Card,19,28,Delivered,Web,Blinkit Store #2
1136,CUST1136,2025-05-09 18:35:01,Zone-A,Personal Care,Teacher,SKU01136,14,263.84,3693.76,32.28,0.09,UPI,17,22,Delivered,Web,Blinkit Store #6
1137,CUST1137,2025-05-26 15:00:02,Zone-E,Baby Care,Bag,SKU01137,3,442.25,1326.75,6.31,0.1,UPI,7,21,Delivered,App,Blinkit Store #5
1138,CUST1138,2025-06-08 20:22:02,Zone-D,Dairy,Green,SKU01138,10,783.16,7831.6,29.52,0.25,COD,13,21,Delivered,WhatsApp,Blinkit Store #5
1139,CUST1139,2025-04-12 09:12:03,Zone-A,Dairy,Long,SKU01139,11,679.88,7478.68,19.04,0.25,COD,18,35,Delayed,WhatsApp,Blinkit Store #3
1140,CUST1140,2025-03-01 16:33:22,Zone-B,Dairy,Including,SKU01140,13,360.87,4691.31,22.78,0.09,Credit Card,22,17,Delivered,App,Blinkit Store #5
1141,CUST1141,2025-06-11 03:05:07,Zone-C,Baby Care,Practice,SKU01141,8,362.7,2901.6,7.83,0.15,Blinkit Wallet,11,11,Delivered,WhatsApp,Blinkit Store #3
1142,CUST1142,2025-03-05 22:55:23,Zone-A,Dairy,Prevent,SKU01142,11,708.44,7792.84,41.26,0.22,Debit Card,7,16,Delivered,App,Blinkit Store #3
1143,CUST1143,2025-01-27 23:02:46,Zone-A,Groceries,Administration,SKU01143,13,208.95,2716.35,37.12,0.15,Blinkit Wallet,18,19,Delivered,Web,Blinkit Store #3
1144,CUST1144,2025-04-22 21:43:20,Zone-E,Beverages,Water,SKU01144,10,54.39,543.9,38.11,0.01,Blinkit Wallet,23,23,Delivered,WhatsApp,Blinkit Store #6
1145,CUST1145,2025-01-07 21:04:36,Zone-D,Household,Else,SKU01145,8,318.09,2544.72,44.82,0.18,Net Banking,16,21,Delivered,App,Blinkit Store #2
1146,CUST1146,2025-02-05 17:34:01,Zone-D,Beverages,High,SKU01146,14,799.28,11189.92,36.96,0.06,Debit Card,7,8,Delivered,WhatsApp,Blinkit Store #1
1147,CUST1147,2025-01-20 02:05:38,Zone-D,Dairy,Rise,SKU01147,15,594.7,8920.5,18.01,0.04,Debit Card,5,16,Delivered,App,Blinkit Store #2
1148,CUST1148,2025-05-21 15:29:59,Zone-E,Baby Care,Ago,SKU01148,12,245.95,2951.4,3.74,0.25,Debit Card,5,1,Delivered,Web,Blinkit Store #4
1149,CUST1149,2025-04-16 17:56:27,Zone-C,Beverages,Civil,SKU01149,2,763.69,1527.38,7.77,0.05,Blinkit Wallet,17,17,Delivered,Web,Blinkit Store #6
1150,CUST1150,2025-05-12 16:44:22,Zone-C,Household,Staff,SKU01150,5,78.56,392.8,45.11,0.06,COD,30,42,Delivered,App,Blinkit Store #1
1151,CUST1151,2025-05-22 21:15:32,Zone-C,Pet Supplies,Side,SKU01151,15,786.87,11803.05,47.77,0.09,COD,8,9,Delivered,App,Blinkit Store #5
1152,CUST1152,2025-05-28 23:08:39,Zone-B,Beverages,Force,SKU01152,11,231.79,2549.69,39.92,0.22,COD,13,19,Delivered,App,Blinkit Store #4
1153,CUST1153,2025-06-12 19:17:12,Zone-D,Groceries,Traditional,SKU01153,5,341.14,1705.7,16.43,0.2,Net Banking,13,33,Delayed,Web,Blinkit Store #2
1154,CUST1154,2025-06-01 23:58:29,Zone-A,Snacks,Size,SKU01154,12,340.75,4089.0,7.06,0.11,Blinkit Wallet,25,38,Delayed,WhatsApp,Blinkit Store #6
1155,CUST1155,2025-02-14 07:57:14,Zone-D,Snacks,Tend,SKU01155,10,267.1,2671.0,29.35,0.17,COD,18,32,Delayed,WhatsApp,Blinkit Store #2
1156,CUST1156,2025-01-03 14:42:08,Zone-B,Groceries,Beat,SKU01156,5,355.54,1777.7,1.76,0.11,Net Banking,5,12,Delivered,Web,Blinkit Store #5
1157,CUST1157,2025-03-03 12:59:17,Zone-D,Beverages,Tend,SKU01157,7,12.21,85.47,38.54,0.08,UPI,29,33,Delayed,Web,Blinkit Store #2
1158,CUST1158,2025-04-10 06:41:48,Zone-C,Personal Care,Hit,SKU01158,6,298.18,1789.08,42.21,0.07,Debit Card,9,22,Delivered,WhatsApp,Blinkit Store #1
1159,CUST1159,2025-01-04 17:45:39,Zone-C,Snacks,Education,SKU01159,6,29.45,176.7,42.79,0.17,COD,6,26,Delivered,App,Blinkit Store #2
1160,CUST1160,2025-04-22 18:55:57,Zone-E,Snacks,Religious,SKU01160,7,323.76,2266.32,3.36,0.06,Debit Card,18,37,Delivered,App,Blinkit Store #3
1161,CUST1161,2025-03-14 11:31:45,Zone-E,Pet Supplies,Short,SKU01161,10,690.05,6900.5,30.66,0.01,Net Banking,22,36,Delivered,App,Blinkit Store #4
1162,CUST1162,2025-02-21 07:35:04,Zone-A,Personal Care,Young,SKU01162,4,755.13,3020.52,27.67,0.17,Net Banking,13,10,Delivered,Web,Blinkit Store #1
1163,CUST1163,2025-02-09 11:56:53,Zone-B,Beverages,Book,SKU01163,11,111.28,1224.08,47.57,0.18,Debit Card,21,39,Delayed,Web,Blinkit Store #2
1164,CUST1164,2025-02-27 09:07:30,Zone-B,Beverages,Perform,SKU01164,13,170.67,2218.71,39.65,0.16,Debit Card,12,13,Delivered,App,Blinkit Store #5
1165,CUST1165,2025-02-07 22:46:33,Zone-D,Personal Care,Factor,SKU01165,3,772.23,2316.69,33.73,0.03,UPI,5,4,Delivered,Web,Blinkit Store #6
1166,CUST1166,2025-05-21 09:21:53,Zone-C,Personal Care,Former,SKU01166,13,108.01,1404.13,10.61,0.04,Debit Card,12,26,Delivered,App,Blinkit Store #4
1167,CUST1167,2025-05-20 18:01:05,Zone-E,Baby Care,View,SKU01167,8,758.18,6065.44,13.31,0.22,Net Banking,24,37,Cancelled,App,Blinkit Store #3
1168,CUST1168,2025-02-16 10:53:14,Zone-C,Beverages,In,SKU01168,2,254.61,509.22,23.83,0.04,Blinkit Wallet,24,36,Cancelled,App,Blinkit Store #3
1169,CUST1169,2025-05-31 00:37:47,Zone-D,Household,Section,SKU01169,11,141.75,1559.25,9.09,0.14,Credit Card,7,11,Delivered,Web,Blinkit Store #3
1170,CUST1170,2025-05-03 18:15:56,Zone-A,Household,Toward,SKU01170,1,463.6,463.6,32.37,0.17,Debit Card,20,17,Delivered,WhatsApp,Blinkit Store #3
1171,CUST1171,2025-01-14 10:21:16,Zone-C,Pet Supplies,Agreement,SKU01171,6,48.32,289.92,36.83,0.23,UPI,28,24,Delivered,App,Blinkit Store #5
1172,CUST1172,2025-06-22 13:03:17,Zone-A,Baby Care,Nothing,SKU01172,3,710.31,2130.93,30.96,0.23,Net Banking,17,12,Delivered,Web,Blinkit Store #5
1173,CUST1173,2025-05-09 18:15:45,Zone-B,Personal Care,Task,SKU01173,1,248.02,248.02,5.47,0.22,Net Banking,27,40,Delayed,App,Blinkit Store #3
1174,CUST1174,2025-06-26 20:50:21,Zone-C,Dairy,Color,SKU01174,11,173.99,1913.89,46.45,0.23,Debit Card,22,17,Delivered,WhatsApp,Blinkit Store #3
1175,CUST1175,2025-04-27 06:09:58,Zone-A,Pet Supplies,Former,SKU01175,14,315.36,4415.04,29.34,0.12,Debit Card,12,24,Delivered,WhatsApp,Blinkit Store #3
1176,CUST1176,2025-01-08 13:58:25,Zone-A,Beverages,Late,SKU01176,9,26.83,241.47,43.83,0.18,COD,24,44,Cancelled,WhatsApp,Blinkit Store #5
1177,CUST1177,2025-03-01 16:41:29,Zone-E,Groceries,Bring,SKU01177,8,365.55,2924.4,11.59,0.17,Blinkit Wallet,13,17,Delivered,Web,Blinkit Store #2
1178,CUST1178,2025-01-07 08:49:50,Zone-B,Personal Care,Several,SKU01178,4,375.5,1502.0,44.72,0.09,Net Banking,10,13,Delivered,WhatsApp,Blinkit Store #2
1179,CUST1179,2025-01-21 09:39:48,Zone-E,Household,Science,SKU01179,6,143.16,858.96,45.58,0.11,Net Banking,15,20,Delivered,WhatsApp,Blinkit Store #1
1180,CUST1180,2025-03-12 09:27:41,Zone-A,Household,Trial,SKU01180,10,514.27,5142.7,5.55,0.19,Credit Card,26,31,Delayed,Web,Blinkit Store #6
1181,CUST1181,2025-01-07 11:34:25,Zone-E,Personal Care,Product,SKU01181,5,54.08,270.4,15.48,0.11,Net Banking,28,32,Delivered,App,Blinkit Store #2
1182,CUST1182,2025-03-02 19:07:47,Zone-B,Pet Supplies,Three,SKU01182,14,431.75,6044.5,30.16,0.13,UPI,8,21,Delivered,WhatsApp,Blinkit Store #5
1183,CUST1183,2025-02-09 15:21:32,Zone-E,Baby Care,Appear,SKU01183,11,210.03,2310.33,17.38,0.1,Debit Card,8,4,Delivered,WhatsApp,Blinkit Store #2
1184,CUST1184,2025-04-27 05:44:53,Zone-C,Pet Supplies,Wrong,SKU01184,15,147.99,2219.85,28.67,0.22,Net Banking,15,23,Delivered,Web,Blinkit Store #6
1185,CUST1185,2025-06-05 06:44:35,Zone-D,Pet Supplies,Wind,SKU01185,7,428.85,3001.95,25.78,0.13,Debit Card,6,25,Delivered,WhatsApp,Blinkit Store #5
1186,CUST1186,2025-03-26 20:31:40,Zone-E,Personal Care,Admit,SKU01186,1,315.8,315.8,12.73,0.13,UPI,21,36,Delivered,Web,Blinkit Store #6
1187,CUST1187,2025-04-17 22:04:37,Zone-C,Baby Care,Cover,SKU01187,5,461.32,2306.6,37.82,0.02,UPI,10,29,Delivered,Web,Blinkit Store #3
1188,CUST1188,2025-03-05 03:52:47,Zone-C,Personal Care,Doctor,SKU01188,14,445.51,6237.14,18.4,0.21,UPI,13,31,Delivered,Web,Blinkit Store #6
1189,CUST1189,2025-01-21 11:58:46,Zone-B,Beverages,Discover,SKU01189,2,561.02,1122.04,20.98,0.2,Blinkit Wallet,8,7,Delivered,WhatsApp,Blinkit Store #1
1190,CUST1190,2025-06-06 08:22:12,Zone-A,Snacks,Attention,SKU01190,2,11.46,22.92,36.29,0.24,UPI,22,23,Delivered,Web,Blinkit Store #6
1191,CUST1191,2025-01-24 10:59:21,Zone-A,Baby Care,Skin,SKU01191,9,422.1,3798.9,45.72,0.13,UPI,21,40,Delivered,WhatsApp,Blinkit Store #6
1192,CUST1192,2025-06-08 05:14:49,Zone-C,Snacks,Again,SKU01192,3,128.15,384.45,12.65,0.0,Credit Card,25,22,Delivered,Web,Blinkit Store #4
1193,CUST1193,2025-02-04 16:41:54,Zone-D,Pet Supplies,Group,SKU01193,5,112.84,564.2,16.92,0.07,Blinkit Wallet,18,15,Delivered,App,Blinkit Store #3
1194,CUST1194,2025-02-24 13:21:22,Zone-A,Household,Term,SKU01194,11,299.75,3297.25,38.01,0.24,Blinkit Wallet,6,16,Delivered,WhatsApp,Blinkit Store #3
1195,CUST1195,2025-01-27 19:04:05,Zone-C,Household,Hundred,SKU01195,14,236.89,3316.46,32.79,0.06,Credit Card,27,26,Delivered,App,Blinkit Store #6
1196,CUST1196,2025-05-21 03:28:03,Zone-A,Beverages,Both,SKU01196,4,268.88,1075.52,29.09,0.2,COD,15,12,Delivered,WhatsApp,Blinkit Store #2
1197,CUST1197,2025-04-28 16:28:53,Zone-D,Household,Rule,SKU01197,8,311.65,2493.2,8.4,0.18,Debit Card,20,19,Delivered,Web,Blinkit Store #1
1198,CUST1198,2025-06-18 00:59:34,Zone-B,Snacks,Mother,SKU01198,15,588.26,8823.9,34.04,0.06,UPI,8,8,Delivered,App,Blinkit Store #3
1199,CUST1199,2025-01-15 00:18:29,Zone-B,Dairy,Situation,SKU01199,11,297.01,3267.11,5.74,0.18,Debit Card,12,12,Delivered,Web,Blinkit Store #3
1200,CUST1200,2025-03-23 13:29:41,Zone-E,Baby Care,Film,SKU01200,10,535.55,5355.5,45.18,0.23,UPI,28,32,Cancelled,Web,Blinkit Store #3
1201,CUST1201,2025-02-13 22:44:08,Zone-A,Snacks,Describe,SKU01201,5,142.8,714.0,25.18,0.14,UPI,15,20,Delivered,Web,Blinkit Store #6
1202,CUST1202,2025-02-13 04:37:26,Zone-D,Pet Supplies,Among,SKU01202,15,521.83,7827.45,1.98,0.17,COD,7,9,Delivered,App,Blinkit Store #2
1203,CUST1203,2025-04-29 14:34:43,Zone-E,Dairy,Expert,SKU01203,10,319.97,3199.7,30.64,0.14,Debit Card,21,24,Delivered,App,Blinkit Store #2
1204,CUST1204,2025-02-08 23:42:05,Zone-C,Dairy,Floor,SKU01204,2,267.23,534.46,6.3,0.1,Blinkit Wallet,21,30,Delivered,Web,Blinkit Store #6
1205,CUST1205,2025-05-16 17:27:30,Zone-A,Snacks,Lead,SKU01205,4,253.8,1015.2,4.62,0.19,Blinkit Wallet,25,32,Delayed,App,Blinkit Store #5
1206,CUST1206,2025-01-27 13:37:26,Zone-B,Household,Skin,SKU01206,13,89.37,1161.81,14.81,0.22,Debit Card,14,10,Delivered,App,Blinkit Store #4
1207,CUST1207,2025-03-14 11:06:27,Zone-C,Beverages,Establish,SKU01207,4,449.87,1799.48,6.03,0.13,COD,6,12,Delivered,App,Blinkit Store #5
1208,CUST1208,2025-04-03 10:06:48,Zone-C,Beverages,Clearly,SKU01208,9,556.22,5005.98,3.12,0.08,Debit Card,16,23,Delivered,App,Blinkit Store #5
1209,CUST1209,2025-03-02 15:42:59,Zone-B,Dairy,Could,SKU01209,11,716.36,7879.96,35.79,0.15,Debit Card,6,16,Delivered,WhatsApp,Blinkit Store #1
1210,CUST1210,2025-01-03 21:53:09,Zone-D,Dairy,History,SKU01210,8,274.89,2199.12,17.15,0.04,Net Banking,6,7,Delivered,App,Blinkit Store #1
1211,CUST1211,2025-06-07 01:05:04,Zone-C,Groceries,Reflect,SKU01211,12,647.32,7767.84,18.7,0.11,Net Banking,5,13,Delivered,Web,Blinkit Store #4
1212,CUST1212,2025-05-14 04:31:00,Zone-A,Pet Supplies,Physical,SKU01212,14,156.14,2185.96,24.93,0.23,Credit Card,16,25,Delivered,Web,Blinkit Store #5
1213,CUST1213,2025-03-10 10:04:54,Zone-D,Dairy,Raise,SKU01213,15,157.18,2357.7,47.77,0.06,COD,30,35,Cancelled,Web,Blinkit Store #4
1214,CUST1214,2025-06-14 03:48:17,Zone-C,Household,Media,SKU01214,6,365.47,2192.82,11.96,0.06,UPI,12,24,Delivered,App,Blinkit Store #1
1215,CUST1215,2025-04-25 21:12:27,Zone-C,Pet Supplies,Beat,SKU01215,5,223.0,1115.0,45.32,0.23,Blinkit Wallet,30,36,Delivered,WhatsApp,Blinkit Store #3
1216,CUST1216,2025-01-14 08:57:40,Zone-E,Beverages,Describe,SKU01216,7,222.53,1557.71,41.63,0.09,Credit Card,22,31,Delivered,WhatsApp,Blinkit Store #1
1217,CUST1217,2025-02-23 12:34:57,Zone-D,Household,Foreign,SKU01217,8,426.46,3411.68,33.97,0.2,Net Banking,15,19,Delivered,WhatsApp,Blinkit Store #4
1218,CUST1218,2025-06-03 06:24:25,Zone-B,Baby Care,Information,SKU01218,2,217.27,434.54,47.27,0.21,UPI,25,24,Delivered,WhatsApp,Blinkit Store #3
1219,CUST1219,2025-06-06 17:04:28,Zone-B,Personal Care,Information,SKU01219,5,326.13,1630.65,25.01,0.01,COD,7,8,Delivered,App,Blinkit Store #4
1220,CUST1220,2025-02-17 18:51:16,Zone-D,Beverages,Commercial,SKU01220,15,450.08,6751.2,22.96,0.23,Blinkit Wallet,11,11,Delivered,App,Blinkit Store #3
1221,CUST1221,2025-06-21 04:42:12,Zone-A,Pet Supplies,Fund,SKU01221,3,527.45,1582.35,4.82,0.06,Debit Card,21,27,Delivered,Web,Blinkit Store #2
1222,CUST1222,2025-03-21 06:56:40,Zone-B,Personal Care,Travel,SKU01222,2,570.1,1140.2,30.86,0.25,Credit Card,7,26,Delivered,Web,Blinkit Store #6
1223,CUST1223,2025-05-17 21:01:24,Zone-E,Pet Supplies,Amount,SKU01223,2,295.32,590.64,25.72,0.12,Credit Card,13,23,Delivered,App,Blinkit Store #3
1224,CUST1224,2025-03-21 09:42:07,Zone-A,Personal Care,Nearly,SKU01224,14,350.91,4912.74,23.35,0.18,Credit Card,30,47,Delayed,Web,Blinkit Store #2
1225,CUST1225,2025-01-18 13:50:12,Zone-A,Dairy,Physical,SKU01225,3,431.03,1293.09,47.93,0.21,Blinkit Wallet,28,42,Delivered,App,Blinkit Store #2
1226,CUST1226,2025-02-09 04:43:59,Zone-E,Groceries,Condition,SKU01226,8,687.85,5502.8,3.45,0.2,Net Banking,27,43,Delayed,Web,Blinkit Store #4
1227,CUST1227,2025-03-01 23:52:25,Zone-D,Baby Care,Partner,SKU01227,4,463.68,1854.72,27.66,0.18,COD,26,43,Delayed,WhatsApp,Blinkit Store #2
1228,CUST1228,2025-05-29 20:20:46,Zone-C,Dairy,Article,SKU01228,9,553.23,4979.07,20.85,0.17,UPI,14,11,Delivered,App,Blinkit Store #1
1229,CUST1229,2025-05-10 06:48:12,Zone-C,Dairy,Feeling,SKU01229,13,552.62,7184.06,34.53,0.01,Net Banking,29,31,Cancelled,App,Blinkit Store #4
1230,CUST1230,2025-05-03 11:11:41,Zone-C,Groceries,Myself,SKU01230,10,548.86,5488.6,37.33,0.05,UPI,25,34,Cancelled,Web,Blinkit Store #2
1231,CUST1231,2025-02-12 04:35:40,Zone-B,Personal Care,Do,SKU01231,2,676.27,1352.54,47.69,0.2,COD,8,8,Delivered,WhatsApp,Blinkit Store #2
1232,CUST1232,2025-06-16 02:26:02,Zone-E,Pet Supplies,Firm,SKU01232,2,149.81,299.62,13.38,0.2,Credit Card,28,31,Delayed,WhatsApp,Blinkit Store #1
1233,CUST1233,2025-03-10 01:20:34,Zone-B,Household,Factor,SKU01233,4,347.26,1389.04,0.09,0.1,Blinkit Wallet,21,23,Delivered,App,Blinkit Store #6
1234,CUST1234,2025-05-22 21:31:04,Zone-A,Snacks,Explain,SKU01234,10,780.47,7804.7,43.96,0.17,COD,16,18,Delivered,Web,Blinkit Store #4
1235,CUST1235,2025-01-06 03:49:02,Zone-B,Snacks,Somebody,SKU01235,14,184.04,2576.56,14.65,0.2,Credit Card,12,14,Delivered,App,Blinkit Store #2
1236,CUST1236,2025-06-14 23:11:05,Zone-E,Dairy,Others,SKU01236,3,633.63,1900.89,34.72,0.01,Credit Card,13,10,Delivered,Web,Blinkit Store #5
1237,CUST1237,2025-04-12 06:35:40,Zone-E,Snacks,The,SKU01237,13,56.87,739.31,25.57,0.15,Blinkit Wallet,5,1,Delivered,WhatsApp,Blinkit Store #6
1238,CUST1238,2025-03-10 04:54:54,Zone-E,Household,Image,SKU01238,15,11.05,165.75,5.23,0.23,UPI,26,46,Delayed,WhatsApp,Blinkit Store #1
1239,CUST1239,2025-03-09 02:50:52,Zone-D,Snacks,Mean,SKU01239,10,617.79,6177.9,25.0,0.06,Credit Card,21,33,Cancelled,Web,Blinkit Store #6
1240,CUST1240,2025-02-28 01:19:50,Zone-D,Dairy,Ready,SKU01240,15,439.12,6586.8,39.06,0.18,Credit Card,20,27,Delivered,App,Blinkit Store #5
1241,CUST1241,2025-06-09 22:52:21,Zone-C,Personal Care,Husband,SKU01241,11,727.27,7999.97,21.5,0.08,Blinkit Wallet,15,11,Delivered,App,Blinkit Store #5
1242,CUST1242,2025-06-05 07:06:45,Zone-E,Pet Supplies,Phone,SKU01242,12,746.96,8963.52,31.67,0.1,Debit Card,12,12,Delivered,WhatsApp,Blinkit Store #5
1243,CUST1243,2025-02-12 23:57:07,Zone-B,Pet Supplies,Spring,SKU01243,4,658.66,2634.64,0.88,0.16,Debit Card,24,43,Cancelled,Web,Blinkit Store #1
1244,CUST1244,2025-02-02 09:12:32,Zone-E,Beverages,Develop,SKU01244,7,381.64,2671.48,18.95,0.17,Debit Card,18,20,Delivered,App,Blinkit Store #2
1245,CUST1245,2025-04-07 04:47:37,Zone-C,Dairy,Parent,SKU01245,4,738.25,2953.0,34.54,0.14,COD,11,15,Delivered,WhatsApp,Blinkit Store #3
1246,CUST1246,2025-05-20 14:53:45,Zone-E,Dairy,Attack,SKU01246,2,721.02,1442.04,39.66,0.05,UPI,9,10,Delivered,WhatsApp,Blinkit Store #4
1247,CUST1247,2025-02-14 08:49:36,Zone-C,Pet Supplies,Ground,SKU01247,13,57.49,747.37,3.41,0.02,UPI,10,27,Delivered,Web,Blinkit Store #3
1248,CUST1248,2025-03-03 06:48:38,Zone-C,Beverages,Personal,SKU01248,13,556.17,7230.21,30.91,0.05,Debit Card,18,15,Delivered,Web,Blinkit Store #3
1249,CUST1249,2025-05-22 13:50:58,Zone-D,Household,Include,SKU01249,8,613.49,4907.92,48.1,0.02,Net Banking,29,27,Delivered,App,Blinkit Store #3
1250,CUST1250,2025-02-18 02:15:41,Zone-E,Personal Care,Thought,SKU01250,15,274.99,4124.85,20.75,0.09,Blinkit Wallet,14,10,Delivered,App,Blinkit Store #1
1251,CUST1251,2025-06-20 03:48:43,Zone-E,Groceries,Meet,SKU01251,2,605.17,1210.34,44.11,0.01,UPI,29,39,Cancelled,WhatsApp,Blinkit Store #4
1252,CUST1252,2025-03-10 22:29:53,Zone-B,Snacks,Marriage,SKU01252,2,455.46,910.92,0.44,0.1,Debit Card,18,16,Delivered,WhatsApp,Blinkit Store #6
1253,CUST1253,2025-04-23 12:25:56,Zone-C,Dairy,Himself,SKU01253,14,624.5,8743.0,15.04,0.0,Credit Card,20,21,Delivered,WhatsApp,Blinkit Store #4
1254,CUST1254,2025-04-22 15:06:12,Zone-B,Personal Care,Lay,SKU01254,10,434.6,4346.0,2.78,0.14,Net Banking,25,25,Delivered,WhatsApp,Blinkit Store #2
1255,CUST1255,2025-05-06 13:05:41,Zone-D,Beverages,Ago,SKU01255,12,627.19,7526.28,0.79,0.17,Credit Card,13,23,Delivered,App,Blinkit Store #4
1256,CUST1256,2025-05-02 05:46:08,Zone-D,Baby Care,Job,SKU01256,8,283.84,2270.72,46.97,0.13,Debit Card,6,14,Delivered,App,Blinkit Store #3
1257,CUST1257,2025-04-18 06:27:58,Zone-B,Groceries,Oil,SKU01257,2,424.64,849.28,16.91,0.21,Debit Card,21,26,Delivered,WhatsApp,Blinkit Store #1
1258,CUST1258,2025-04-24 04:43:11,Zone-C,Groceries,Investment,SKU01258,2,445.74,891.48,0.66,0.19,UPI,10,16,Delivered,WhatsApp,Blinkit Store #4
1259,CUST1259,2025-05-18 10:09:28,Zone-A,Groceries,Eight,SKU01259,6,162.49,974.94,26.82,0.12,Blinkit Wallet,21,32,Delivered,App,Blinkit Store #4
1260,CUST1260,2025-03-24 05:45:27,Zone-A,Dairy,Night,SKU01260,10,356.37,3563.7,44.81,0.12,Debit Card,25,45,Cancelled,Web,Blinkit Store #1
1261,CUST1261,2025-06-07 21:07:56,Zone-D,Groceries,Light,SKU01261,13,705.98,9177.74,14.81,0.17,COD,13,8,Delivered,App,Blinkit Store #6
1262,CUST1262,2025-05-26 06:51:29,Zone-E,Dairy,Tax,SKU01262,15,546.31,8194.65,9.25,0.24,Credit Card,30,33,Delivered,App,Blinkit Store #4
1263,CUST1263,2025-05-26 16:12:58,Zone-B,Snacks,Worker,SKU01263,6,568.15,3408.9,34.23,0.18,UPI,9,5,Delivered,Web,Blinkit Store #1
1264,CUST1264,2025-06-10 04:06:35,Zone-A,Household,End,SKU01264,4,393.11,1572.44,32.72,0.22,Credit Card,5,14,Delivered,WhatsApp,Blinkit Store #4
1265,CUST1265,2025-04-09 22:51:10,Zone-E,Snacks,Keep,SKU01265,4,758.79,3035.16,31.6,0.15,COD,14,15,Delivered,WhatsApp,Blinkit Store #1
1266,CUST1266,2025-01-19 21:25:09,Zone-B,Snacks,Visit,SKU01266,10,186.25,1862.5,0.33,0.01,Net Banking,19,24,Delivered,WhatsApp,Blinkit Store #1
1267,CUST1267,2025-03-14 00:20:57,Zone-A,Household,Same,SKU01267,4,205.89,823.56,34.39,0.16,Debit Card,20,40,Delivered,App,Blinkit Store #5
1268,CUST1268,2025-06-28 01:37:45,Zone-E,Dairy,Over,SKU01268,8,510.94,4087.52,8.83,0.08,Net Banking,30,28,Delivered,WhatsApp,Blinkit Store #1
1269,CUST1269,2025-03-06 07:51:00,Zone-B,Pet Supplies,Brother,SKU01269,13,62.93,818.09,2.36,0.22,UPI,29,37,Delayed,Web,Blinkit Store #2
1270,CUST1270,2025-05-29 12:41:36,Zone-D,Snacks,Throw,SKU01270,1,484.13,484.13,29.47,0.08,Credit Card,25,28,Delivered,App,Blinkit Store #6
1271,CUST1271,2025-01-14 04:31:27,Zone-E,Dairy,Tend,SKU01271,15,635.67,9535.05,38.07,0.2,Debit Card,11,11,Delivered,App,Blinkit Store #1
1272,CUST1272,2025-02-23 20:16:19,Zone-B,Personal Care,Upon,SKU01272,10,135.36,1353.6,34.45,0.1,UPI,29,48,Cancelled,App,Blinkit Store #6
1273,CUST1273,2025-05-05 11:13:35,Zone-D,Dairy,Piece,SKU01273,3,260.9,782.7,15.29,0.22,Credit Card,23,19,Delivered,Web,Blinkit Store #3
1274,CUST1274,2025-05-24 16:49:47,Zone-D,Personal Care,Fall,SKU01274,12,503.04,6036.48,32.28,0.16,UPI,16,15,Delivered,App,Blinkit Store #3
1275,CUST1275,2025-03-28 21:15:45,Zone-C,Pet Supplies,Exist,SKU01275,13,774.14,10063.82,20.61,0.06,UPI,17,33,Delivered,App,Blinkit Store #1
